id,title,authors,journal_num,abs,pdf,bib,code,supplementary,website,blog,abstract,skills,data_skills
96,Guided Visual Exploration of Relations in Data Sets,"Kai Puolamäki, Emilia Oikarinen, Andreas Henelius","(96):1−32, 2021.",https://jmlr.org/papers/v22/19-364.html,https://jmlr.org/papers/volume22/19-364/19-364.pdf,https://jmlr.org/papers/v22/19-364.bib,https://github.com/edahelsinki/corand,,,,"Efficient explorative data analysis systems must take into account both what a user knows and wants to know. This paper proposes a principled framework for interactive visual exploration of relations in data, through views most informative given the user's current knowledge and objectives. The user can input pre-existing knowledge of relations in the data and also formulate specific exploration interests, which are then taken into account in the exploration. The idea is to steer the exploration process towards the interests of the user, instead of showing uninteresting or already known relations. The user's knowledge is modelled by a distribution over data sets parametrised by subsets of rows and columns of data, called tile constraints. We provide a computationally efficient implementation of this concept based on constrained randomisation. Furthermore, we describe a novel dimensionality reduction method for finding the views most informative to the user, which at the limit of no background knowledge and with generic objectives reduces to PCA. We show that the method is suitable for interactive use and is robust to noise, outperforms standard projection pursuit visualisation methods, and gives understandable and useful results in analysis of real-world data. We provide an open-source implementation of the framework.",Data Analysis; Dimensionality Reduction; Principal Component Analysis (PCA); Visualization,Visualizations
97,Safe Policy Iteration: A Monotonically Improving Approximate Policy Iteration Approach,"Alberto Maria Metelli, Matteo Pirotta, Daniele Calandriello, Marcello Restelli","(97):1−83, 2021.",https://jmlr.org/papers/v22/19-707.html,https://jmlr.org/papers/volume22/19-707/19-707.pdf,https://jmlr.org/papers/v22/19-707.bib,,,,,"This paper presents a study of the policy improvement step that can be usefully exploited by approximate policy-iteration algorithms. When either the policy evaluation step or the policy improvement step returns an approximated result, the sequence of policies produced by policy iteration may not be monotonically increasing, and oscillations may occur. To address this issue, we consider safe policy improvements, i.e., at each iteration, we search for a policy that maximizes a lower bound to the policy improvement w.r.t. the current policy, until no improving policy can be found. We propose three safe policy-iteration schemas that differ in the way the next policy is chosen w.r.t. the estimated greedy policy. Besides being theoretically derived and discussed, the proposed algorithms are empirically evaluated and compared on some chain-walk domains, the prison domain, and on the Blackjack card game.",Algorithm; R; Sequence,R programming
98,"On the Theory of Policy Gradient Methods: Optimality, Approximation, and Distribution Shift","Alekh Agarwal, Sham M. Kakade, Jason D. Lee, Gaurav Mahajan","(98):1−76, 2021.",https://jmlr.org/papers/v22/19-736.html,https://jmlr.org/papers/volume22/19-736/19-736.pdf,https://jmlr.org/papers/v22/19-736.bib,,,,,"Policy gradient methods are among the most effective methods in challenging reinforcement learning problems with large state and/or action spaces. However, little is known about even their most basic theoretical convergence properties, including: if and how fast they converge to a globally optimal solution or how they cope with approximation error due to using a restricted class of parametric policies. This work provides provable characterizations of the computational, approximation, and sample size properties of policy gradient methods in the context of discounted Markov Decision Processes (MDPs). We focus on both: ""tabular"" policy parameterizations, where the optimal policy is contained in the class and where we show global convergence to the optimal policy; and parametric policy classes (considering both log-linear and neural policy classes), which may not contain the optimal policy and where we provide agnostic learning results. One central contribution of this work is in providing approximation guarantees that are average case --- which avoid explicit worst-case dependencies on the size of state space --- by making a formal connection to supervised learning under distribution shift. This characterization shows an important interplay between estimation error, approximation error, and exploration (as characterized through a precisely defined condition number).",Approximation; Decision Process; Reinforcement Learning; Supervised Learning; Unsupervised Learning,Reinforcement
99,Adaptive estimation of nonparametric functionals,"Lin Liu, Rajarshi Mukherjee, James M. Robins, Eric Tchetgen Tchetgen","(99):1−66, 2021.",https://jmlr.org/papers/v22/19-892.html,https://jmlr.org/papers/volume22/19-892/19-892.pdf,https://jmlr.org/papers/v22/19-892.bib,,,,,We provide general adaptive upper bounds for estimating nonparametric functionals based on second-order U-statistics arising from finite-dimensional approximation of the infinite-dimensional models. We then provide examples of functionals for which the theory produces rate optimally matching adaptive upper and lower bounds. Our results are automatically adaptive in both parametric and nonparametric regimes of estimation and are automatically adaptive and semiparametric efficient in the regime of parametric convergence rate.,Approximation; Statistics,Statistics
100,OpenML-Python: an extensible Python API for OpenML,"Matthias Feurer, Jan N. van Rijn, Arlind Kadra, Pieter Gijsbers, Neeratyoy Mallik, Sahithya Ravi, Andreas Müller, Joaquin Vanschoren, Frank Hutter","(100):1−5, 2021.  (Machine Learning Open Source Software Paper)",https://jmlr.org/papers/v22/19-920.html,https://jmlr.org/papers/volume22/19-920/19-920.pdf,https://jmlr.org/papers/v22/19-920.bib,https://github.com/openml/openml-python/,,,,"OpenML is an online platform for open science collaboration in machine learning, used to share datasets and results of machine learning experiments. In this paper, we introduce OpenML-Python, a client API for Python, which opens up the OpenML platform for a wide range of Python-based machine learning tools. It provides easy access to all datasets, tasks and experiments on OpenML from within Python. It also provides functionality to conduct machine learning experiments, upload the results to OpenML, and reproduce results which are stored on OpenML. Furthermore, it comes with a scikit-learn extension and an extension mechanism to easily integrate other machine learning libraries written in Python into the OpenML ecosystem. Source code and documentation are available at https://github.com/openml/openml-python/.",Application Programming Interface (API); Collaboration; Dataset; Documentation; Github; Machine Learning; Microsoft Access; Platform; Python; Scikit-learn,Github; Python Programming
101,LocalGAN: Modeling Local Distributions for Adversarial Response Generation,"Baoxun Wang, Zhen Xu, Huan Zhang, Kexin Qiu, Deyuan Zhang, Chengjie Sun","(101):1−29, 2021.",https://jmlr.org/papers/v22/20-052.html,https://jmlr.org/papers/volume22/20-052/20-052.pdf,https://jmlr.org/papers/v22/20-052.bib,https://github.com/dreasysnail/converse_GAN,,,,"This paper presents a new methodology for modeling the local semantic distribution of responses to a given query in the human-conversation corpus, and on this basis, explores a specified adversarial learning mechanism for training Neural Response Generation (NRG) models to build conversational agents. Our investigation begins with the thorough discus- sions upon the objective function of general Generative Adversarial Nets (GAN) architectures, and the training instability problem is proved to be highly relative with the special local distributions of conversational corpora. Consequently, an energy function is employed to estimate the status of a local area restricted by the query and its responses in the semantic space, and the mathematical approximation of this energy-based distribution is finally found. Building on this foundation, a local distribution oriented objective is proposed and combined with the original objective, working as a hybrid loss for the adversarial training of response generation models, named as LocalGAN. Our experimental results demonstrate that the reasonable local distribution modeling of the query-response corpus is of great importance to adversarial NRG, and our proposed LocalGAN is promising for improving both the training stability and the quality of generated results.",Approximation; Architecture; Generative Adversarial Network (GAN); Methodology; Modelling; Objective-C; Semantics; Training; jQuery,
102,Learning a High-dimensional Linear Structural Equation Model via l1-Regularized Regression,"Gunwoong Park, Sang Jun Moon, Sion Park, Jong-June Jeon","(102):1−41, 2021.",https://jmlr.org/papers/v22/20-1005.html,https://jmlr.org/papers/volume22/20-1005/20-1005.pdf,https://jmlr.org/papers/v22/20-1005.bib,,,,,"This paper develops a new approach to learning high-dimensional linear structural equation models (SEMs) without the commonly assumed faithfulness, Gaussian error distribution, and equal error distribution conditions. A key component of the algorithm is component-wise ordering and parent estimations, where both problems can be efficiently addressed using l1-regularized regression. This paper proves that sample sizes n = Omega( d^{2} \log p) and n = \Omega( d^2 p^{2/m} ) are sufficient for the proposed algorithm to recover linear SEMs with sub-Gaussian and (4m)-th bounded-moment error distributions, respectively, where p is the number of nodes and d is the maximum degree of the moralized graph. Further shown is the worst-case computational complexity O(n (p^3 + p^2 d^2 ) ), and hence, the proposed algorithm is statistically consistent and computationally feasible for learning a high-dimensional linear SEM when its moralized graph is sparse.	Through simulations, we verify that the proposed algorithm is statistically consistent and computationally feasible, and it performs well compared to the state-of-the-art US, GDS, LISTEN and TD algorithms with our settings. We also demonstrate through real COVID-19 data that the proposed algorithm is well-suited to estimating a virus-spread map in China.",Algorithm; Computational Complexity Theory; Graph; Regression; Search Engine Marketing (SEM); Temporal Difference (TD) Learning,Regressions
103,A Unified Analysis of First-Order Methods for Smooth Games via Integral Quadratic Constraints,"Guodong Zhang, Xuchan Bao, Laurent Lessard, Roger Grosse","(103):1−39, 2021.",https://jmlr.org/papers/v22/20-1068.html,https://jmlr.org/papers/volume22/20-1068/20-1068.pdf,https://jmlr.org/papers/v22/20-1068.bib,https://github.com/gd-zhang/IQC-Game,,,,"The theory of integral quadratic constraints (IQCs) allows the certification of exponential convergence of interconnected systems containing nonlinear or uncertain elements. In this work, we adapt the IQC theory to study first-order methods for smooth and strongly-monotone games and show how to design tailored quadratic constraints to get tight upper bounds of convergence rates. Using this framework, we recover the existing bound for the gradient method~(GD), derive sharper bounds for the proximal point method~(PPM) and optimistic gradient method~(OG), and provide for the first time a global convergence rate for the negative momentum method~(NM) with an iteration complexity $\mathcal{O}(\kappa^{1.5})$, which matches its known lower bound. In addition, for time-varying systems, we prove that the gradient method with optimal step size achieves the fastest provable worst-case convergence rate with quadratic Lyapunov functions. Finally, we further extend our analysis to stochastic games and study the impact of multiplicative noise on different algorithms. We show that it is impossible for an algorithm with one step of memory to achieve acceleration if it only queries the gradient once per batch (in contrast with the stochastic strongly-convex optimization setting, where such acceleration has been demonstrated). However, we exhibit an algorithm which achieves acceleration with two gradient queries per batch.",Algorithm; Analysis; Complexity; Design; Uncertainty,
104,Explaining Explanations: Axiomatic Feature Interactions for Deep Networks,"Joseph D. Janizek, Pascal Sturmfels, Su-In Lee","(104):1−54, 2021.",https://jmlr.org/papers/v22/20-1223.html,https://jmlr.org/papers/volume22/20-1223/20-1223.pdf,https://jmlr.org/papers/v22/20-1223.bib,https://github.com/suinleelab/path_explain,,,,"Recent work has shown great promise in explaining neural network behavior. In particular, feature attribution methods explain the features that are important to a model's prediction on a given input. However, for many tasks, simply identifying significant features may be insufficient for understanding model behavior. The interactions between features within the model may better explain not only the model, but why certain features outrank others in importance. In this work, we present Integrated Hessians, an extension of Integrated Gradients that explains pairwise feature interactions in neural networks. Integrated Hessians overcomes several theoretical limitations of previous methods, and unlike them, is not limited to a specific architecture or class of neural network. Additionally, we find that our method is faster than existing methods when the number of features is large, and outperforms previous methods on existing quantitative benchmarks.",Architecture; Neural Network,
105,Pathwise Conditioning of Gaussian Processes,"James T. Wilson, Viacheslav Borovitskiy, Alexander Terenin, Peter Mostowsky, Marc Peter Deisenroth","(105):1−47, 2021.",https://jmlr.org/papers/v22/20-1260.html,https://jmlr.org/papers/volume22/20-1260/20-1260.pdf,https://jmlr.org/papers/v22/20-1260.bib,https://github.com/j-wilson/GPflowSampling,,,,"As Gaussian processes are used to answer increasingly complex questions, analytic solutions become scarcer and scarcer. Monte Carlo methods act as a convenient bridge for connecting intractable mathematical expressions with actionable estimates via sampling. Conventional approaches for simulating Gaussian process posteriors view samples as draws from marginal distributions of process values at finite sets of input locations. This distribution-centric characterization leads to generative strategies that scale cubically in the size of the desired random vector. These methods are prohibitively expensive in cases where we would, ideally, like to draw high-dimensional vectors or even continuous sample paths. In this work, we investigate a different line of reasoning: rather than focusing on distributions, we articulate Gaussian conditionals at the level of random variables. We show how this pathwise interpretation of conditioning gives rise to a general family of approximations that lend themselves to efficiently sampling Gaussian process posteriors. Starting from first principles, we derive these methods and analyze the approximation errors they introduce. We, then, ground these results by exploring the practical implications of pathwise conditioning in various applied settings, such as global optimization and reinforcement learning.",Analytical; Approximation; Gaussian Process; Monte Carlo Method; Random Variable; Reasoning; Reinforcement Learning; Sampling,Reinforcement
106,Online stochastic gradient descent on non-convex losses from high-dimensional inference,"Gerard Ben Arous, Reza Gheissari, Aukosh Jagannath","(106):1−51, 2021.",https://jmlr.org/papers/v22/20-1288.html,https://jmlr.org/papers/volume22/20-1288/20-1288.pdf,https://jmlr.org/papers/v22/20-1288.bib,,,,,"Stochastic gradient descent (SGD) is a popular algorithm for optimization problems arising in high-dimensional inference tasks. Here one produces an estimator of an unknown parameter from independent samples of data by iteratively optimizing a loss function. This loss function is random and often non-convex. We study the performance of the simplest version of SGD, namely online SGD, from a random start in the setting where the parameter space is high-dimensional. We develop nearly sharp thresholds for the number of samples needed for consistent estimation as one varies the dimension. Our thresholds depend only on an intrinsic property of the population loss which we call the information exponent. In particular, our results do not assume uniform control on the loss itself, such as convexity or uniform derivative bounds. The thresholds we obtain are polynomial in the dimension and the precise exponent depends explicitly on the information exponent. As a consequence of our results, we find that except for the simplest tasks, almost all of the data is used simply in the initial search phase to obtain non-trivial correlation with the ground truth. Upon attaining non-trivial correlation, the descent is rapid and exhibits law of large numbers type behavior. We illustrate our approach by applying it to a wide set of inference tasks such as phase retrieval, and  parameter estimation for generalized linear models, online PCA, and spiked tensor models, as well as to supervised learning for single-layer networks with general activation functions.",Algorithm; Convexity; Correlation; Derivative; Generalized Linear Model (GLM); Gradient Descent; Inference; Law; Network; Population; Principal Component Analysis (PCA); Property; Supervised Learning; Unsupervised Learning,
107,Beyond English-Centric Multilingual Machine Translation,"Angela Fan, Shruti Bhosale, Holger Schwenk, Zhiyi Ma, Ahmed El-Kishky, Siddharth Goyal, Mandeep Baines, Onur Celebi, Guillaume Wenzek, Vishrav Chaudhary, Naman Goyal, Tom Birch, Vitaliy Liptchinsky, Sergey Edunov, Michael Auli, Armand Joulin","(107):1−48, 2021.",https://jmlr.org/papers/v22/20-1307.html,https://jmlr.org/papers/volume22/20-1307/20-1307.pdf,https://jmlr.org/papers/v22/20-1307.bib,https://github.com/pytorch/fairseq/tree/master/examples/m2m_100,,,,"Existing work in translation demonstrated the potential of massively multilingual machine translation by training a single model able to translate between any pair of languages. However, much of this work is English-Centric, training only on data which was translated from or to English.While this is supported by large sources of training data, it does not reflect translation needs worldwide. In this work, we create a true Many-to-Many multilingual translation model that can translate directly between any pair of 100 languages. We build and open-source a training data set that covers thousands of language directions with parallel data, created through large-scale mining. Then, we explore how to effectively increase model capacity through a combination of dense scaling and language-specific sparse parameters to create high quality models. Our focus on non-English-Centric models brings gains of more than 10 BLEU when directly translating between non-English directions while performing competitively to the best single systems from the Workshop  on Machine Translation (WMT). We open-source our scripts so that others may reproduce the data, evaluation, and final M2M-100 model.",English; Machine Translation; Mining; Training,
108,Towards a Unified Analysis of Random Fourier Features,"Zhu Li, Jean-Francois Ton, Dino Oglic, Dino Sejdinovic","(108):1−51, 2021.",https://jmlr.org/papers/v22/20-1369.html,https://jmlr.org/papers/volume22/20-1369/20-1369.pdf,https://jmlr.org/papers/v22/20-1369.bib,,,,,"Random Fourier features is a widely used, simple, and effective technique for scaling up kernel methods. The existing theoretical analysis of the approach, however, remains focused on specific learning tasks and typically gives pessimistic bounds which are at odds with the empirical results. We tackle these problems and provide the first unified risk analysis of learning with random Fourier features using the squared error and Lipschitz continuous loss functions. In our bounds, the trade-off between the computational cost and the learning risk convergence rate is problem specific and expressed in terms of the regularization parameter and the number of effective degrees of freedom. We study both the standard random Fourier features method for which we improve the existing bounds on the number of features required to guarantee the corresponding minimax risk convergence rate of kernel ridge regression, as well as a data-dependent modification which samples features proportional to ridge leverage scores and further reduces the required number of features. As ridge leverage scores are expensive to compute, we devise a simple approximation scheme which provably reduces the computational cost without loss of statistical efficiency. Our empirical results illustrate the effectiveness of the proposed scheme relative to the standard random Fourier features method.",Approximation; Degree of Freedom; Regression; Ridge Regression; Risk Analysis; Scheme; Trade,Regressions
109,mvlearn: Multiview Machine Learning in Python,"Ronan Perry, Gavin Mischler, Richard Guo, Theodore Lee, Alexander Chang, Arman Koul, Cameron Franz, Hugo Richard, Iain Carmichael, Pierre Ablin, Alexandre Gramfort, Joshua T. Vogelstein","(109):1−7, 2021.  (Machine Learning Open Source Software Paper)",https://jmlr.org/papers/v22/20-1370.html,https://jmlr.org/papers/volume22/20-1370/20-1370.pdf,https://jmlr.org/papers/v22/20-1370.bib,https://github.com/mvlearn/mvlearn,,,,"As data are generated more and more from multiple disparate sources, multiview data sets, where each sample has features in distinct views, have grown in recent years. However, no comprehensive package exists that enables non-specialists to use these methods easily. mvlearn is a Python library which implements the leading multiview machine learning methods. Its simple API closely follows that of scikit-learn for increased ease-of-use. The package can be installed from Python Package Index (PyPI) and the conda package manager and is released under the MIT open-source license. The documentation, detailed examples, and all releases are available at https://mvlearn.github.io/.",Application Programming Interface (API); Conda; Documentation; Github; Machine Learning; Package Manager; PyPI; Python; Scikit-learn,Github; Python Programming
110,River: machine learning for streaming data in Python,"Jacob Montiel, Max Halford, Saulo Martiello Mastelini, Geoffrey Bolmier, Raphael Sourty, Robin Vaysse, Adil Zouitine, Heitor Murilo Gomes, Jesse Read, Talel Abdessalem, Albert Bifet","(110):1−8, 2021.  (Machine Learning Open Source Software Paper)",https://jmlr.org/papers/v22/20-1380.html,https://jmlr.org/papers/volume22/20-1380/20-1380.pdf,https://jmlr.org/papers/v22/20-1380.bib,https://github.com/online-ml/river,,,,"River is a machine learning library for dynamic data streams and continual learning. It provides multiple state-of-the-art learning methods, data generators/transformers, performance metrics and evaluators for different stream learning problems. It is the result from the merger of two popular packages for stream learning in Python: Creme and scikit-multiflow. River introduces a revamped architecture based on the lessons learnt from the seminal packages. River's ambition is to be the go-to library for doing machine learning on streaming data. Additionally, this open source package brings under the same umbrella a large community of practitioners and researchers. The source code is available at https://github.com/online-ml/river.",Architecture; Azure Machine Learning; Github; Golang; Python; Scikit-learn; Streaming; Transformer,Github; Python Programming
111,Non-parametric Quantile Regression via the K-NN Fused Lasso,"Steven Siwei Ye, Oscar Hernan Madrid Padilla","(111):1−38, 2021.",https://jmlr.org/papers/v22/20-1462.html,https://jmlr.org/papers/volume22/20-1462/20-1462.pdf,https://jmlr.org/papers/v22/20-1462.bib,https://github.com/stevenysw/qt_knnfl,,,,"Quantile regression is a statistical method for estimating conditional quantiles of a response variable. In addition, for mean estimation, it is well known that quantile regression is more robust to outliers than $l_2$-based methods. By using the fused lasso penalty over a $K$-nearest neighbors graph, we propose an adaptive quantile estimator in a non-parametric setup. We show that the estimator attains optimal rate of $n^{-1/d}$ up to a logarithmic factor, under mild assumptions on the data generation mechanism of the $d$-dimensional data. We develop algorithms to compute the estimator and discuss methodology for model selection. Numerical experiments on simulated and real data demonstrate clear advantages of the proposed estimator over state of the art methods.",Algorithm; Graph; Lasso; Methodology; Model Selection; Outliers; Regression; Variable,Regressions
112,L-SVRG and L-Katyusha with Arbitrary Sampling,"Xun Qian, Zheng Qu, Peter Richtárik","(112):1−47, 2021.",https://jmlr.org/papers/v22/20-156.html,https://jmlr.org/papers/volume22/20-156/20-156.pdf,https://jmlr.org/papers/v22/20-156.bib,,,,,"We develop and analyze a new family of nonaccelerated and accelerated loopless variance-reduced methods for finite-sum optimization problems. Our convergence analysis relies on a novel expected smoothness condition which upper bounds the variance of the stochastic gradient estimation by a constant times a distance-like function. This allows us to handle with ease arbitrary sampling schemes as well as the nonconvex case. We perform an in-depth estimation of these expected smoothness parameters and propose new importance samplings which allow linear speedup when the expected minibatch size is in a certain range. Furthermore, a connection between these expected smoothness parameters and expected separable overapproximation (ESO) is established, which allows us to exploit data sparsity as well. Our general methods and results recover as special cases the loopless SVRG and loopless Katyusha methods.",Analysis; Exploit; Sampling; Scheme,
113,A Lyapunov Analysis of Accelerated Methods in Optimization,"Ashia C. Wilson, Ben Recht, Michael I. Jordan","(113):1−34, 2021.",https://jmlr.org/papers/v22/20-195.html,https://jmlr.org/papers/volume22/20-195/20-195.pdf,https://jmlr.org/papers/v22/20-195.bib,,,,,"Accelerated optimization methods, such as Nesterov's accelerated gradient method, play a significant role in optimization. Several accelerated methods are provably optimal under standard oracle models. Such optimality results are obtained using a technique known as ""estimate sequences,"" which yields upper bounds on convergence properties.  The technique of estimate sequences has long been considered difficult to understand and deploy, leading many researchers to generate alternative, more intuitive methods and analyses. We show there is an equivalence between the technique of estimate sequences and a family of Lyapunov functions in both continuous and discrete time. This connection allows us to develop a unified analysis of many existing accelerated algorithms, introduce new algorithms, and strengthen the connection between accelerated algorithms and continuous-time dynamical systems.",Algorithm; Analysis; Oracle; Play; Sequence,
114,NUQSGD: Provably Communication-efficient Data-parallel SGD via Nonuniform Quantization,"Ali Ramezani-Kebrya, Fartash Faghri, Ilya Markov, Vitalii Aksenov, Dan Alistarh, Daniel M. Roy","(114):1−43, 2021.",https://jmlr.org/papers/v22/20-255.html,https://jmlr.org/papers/volume22/20-255/20-255.pdf,https://jmlr.org/papers/v22/20-255.bib,,,,,"As the size and complexity of models and datasets grow, so does the need for communication-efficient variants of stochastic gradient descent that can be deployed to perform parallel model training. One popular communication-compression method for data-parallel SGD is QSGD (Alistarh et al., 2017), which quantizes and encodes gradients to reduce communication costs. The baseline variant of QSGD provides strong theoretical guarantees, however, for practical purposes, the authors proposed a heuristic variant which we call QSGDinf, which demonstrated impressive empirical gains for distributed training of large neural networks. In this paper, we build on this work to propose a new gradient quantization scheme, and show that it has both stronger theoretical guarantees than QSGD, and matches and exceeds the empirical performance of the QSGDinf heuristic and of other compression methods.",Complexity; Dataset; Gradient Descent; Neural Network; Oral Communication; Scheme; Training,
115,Stochastic Proximal Methods for Non-Smooth Non-Convex Constrained Sparse Optimization,"Michael R. Metel, Akiko Takeda","(115):1−36, 2021.",https://jmlr.org/papers/v22/20-287.html,https://jmlr.org/papers/volume22/20-287/20-287.pdf,https://jmlr.org/papers/v22/20-287.bib,,,,,"This paper focuses on stochastic proximal gradient methods for optimizing a smooth non-convex loss function with a non-smooth non-convex regularizer and convex constraints. To the best of our knowledge we present the first non-asymptotic convergence bounds for this class of problem. We present two simple stochastic proximal gradient algorithms, for general stochastic and finite-sum optimization problems. In a numerical experiment we compare our algorithms with the current state-of-the-art deterministic algorithm and find our algorithms to exhibit superior convergence.",Algorithm,
116,An Importance Weighted Feature Selection Stability Measure,"Victor Hamer, Pierre Dupont","(116):1−57, 2021.",https://jmlr.org/papers/v22/20-366.html,https://jmlr.org/papers/volume22/20-366/20-366.pdf,https://jmlr.org/papers/v22/20-366.bib,,,,,"Current feature selection methods, especially applied to high dimensional data, tend to suffer from instability since marginal modifications in the data may result in largely distinct selected feature sets. Such instability strongly limits a sound interpretation of the selected variables by domain experts. Defining an adequate stability measure is also a research question. In this work, we propose to incorporate into the stability measure the importances of the selected features in predictive models. Such feature importances are directly proportional to feature weights in a linear model. We also consider the generalization to a non-linear setting. We illustrate, theoretically and experimentally, that current stability measures are subject to undesirable behaviors, for example, when they are jointly optimized with predictive accuracy. Results on micro-array and mass-spectrometric data show that our novel stability measure corrects for overly optimistic stability estimates in such a bi-objective context, which leads to improved decision-making. It is also shown to be less prone to the under- or over-estimation of the stability value in feature spaces with groups of highly correlated variables.",Accuracy; Array; Decision Making; Feature Selection; LeSS; Objective-C; Predictive Model; Research; Variable,
117,"Strong Consistency, Graph Laplacians, and the Stochastic Block Model","Shaofeng Deng, Shuyang Ling, Thomas Strohmer","(117):1−44, 2021.",https://jmlr.org/papers/v22/20-391.html,https://jmlr.org/papers/volume22/20-391/20-391.pdf,https://jmlr.org/papers/v22/20-391.bib,,,,,"Spectral clustering has become one of the most popular algorithms in data clustering and community detection. We study the performance of classical two-step spectral clustering via the graph Laplacian to learn the stochastic block model. Our aim is to answer the following question: when is spectral clustering via the graph Laplacian able to achieve strong consistency, i.e., the exact recovery of the underlying hidden communities? Our work provides an entrywise analysis (an $\ell_{\infty}$-norm perturbation bound) of the Fiedler eigenvector of both the unnormalized and the normalized Laplacian associated with the adjacency matrix sampled from the stochastic block model. We prove that spectral clustering is able to achieve exact recovery of the planted community structure under conditions that match the information-theoretic limits.",Algorithm; Analysis; Graph; Spectral Clustering,
118,A General Framework for Adversarial Label Learning,"Chidubem Arachie, Bert Huang","(118):1−33, 2021.",https://jmlr.org/papers/v22/20-537.html,https://jmlr.org/papers/volume22/20-537/20-537.pdf,https://jmlr.org/papers/v22/20-537.bib,https://github.com/VTCSML/Adversarial-Label-Learning,,,,We consider the task of training classifiers without fully labeled data. We propose a weakly supervised method---adversarial label learning---that trains classifiers to perform well when noisy and possibly correlated labels are provided. Our framework allows users to provide different weak labels and multiple constraints on these labels. Our model then attempts to learn parameters for the data by solving a zero-sum game for the binary problems and a non-zero sum game optimization for multi-class problems. The game is between an adversary that chooses labels for the data and a model that minimizes the error made by the adversarial labels. The weak supervision constrains what labels the adversary can choose. The method therefore minimizes an upper bound of the classifier's error rate using projected primal-dual subgradient descent. Minimizing this bound protects against bias and dependencies in the weak supervision. We first show the performance of our framework on binary classification tasks then we extend our algorithm to show its performance on multiclass datasets. Our experiments show that our method can train without labels and outperforms other approaches for weakly supervised learning.,Algorithm; Classification; Dataset; Gradient Descent; Supervised Learning; Training; Unsupervised Learning,
119,Some Theoretical Insights into Wasserstein GANs,"Gérard Biau, Maxime Sangnier, Ugo Tanielian","(119):1−45, 2021.",https://jmlr.org/papers/v22/20-553.html,https://jmlr.org/papers/volume22/20-553/20-553.pdf,https://jmlr.org/papers/v22/20-553.bib,,,,,"Generative Adversarial Networks (GANs) have been successful in producing outstanding results in areas as diverse as image, video, and text generation. Building on these successes, a large number of empirical studies have validated the benefits of the cousin approach called Wasserstein GANs (WGANs), which brings stabilization in the training process. In the present paper, we add a new stone to the edifice by proposing some theoretical advances in the properties of WGANs. First, we properly define the architecture of WGANs in the context of integral probability metrics parameterized by neural networks and highlight some of their basic mathematical features. We stress in particular interesting optimization properties arising from the use of a parametric 1-Lipschitz discriminator. Then, in a statistically-driven approach, we study the convergence of empirical WGANs as the sample size tends to infinity, and clarify the adversarial effects of the generator and the discriminator by underlining some trade-off properties. These features are finally illustrated with experiments using both synthetic and real-world datasets.",Architecture; Dataset; Generative Adversarial Network (GAN); Image; Neural Network; Probability; Trade; Training; Video,
120,Empirical Bayes Matrix Factorization,"Wei Wang, Matthew Stephens","(120):1−40, 2021.",https://jmlr.org/papers/v22/20-589.html,https://jmlr.org/papers/volume22/20-589/20-589.pdf,https://jmlr.org/papers/v22/20-589.bib,https://github.com/stephenslab/flashr,,,,"Matrix factorization methods, which include Factor analysis (FA) and Principal Components Analysis (PCA), are widely used for inferring and summarizing structure in multivariate data.  Many such methods use a penalty or prior distribution to achieve sparse representations (“Sparse FA/PCA""), and a key question is how much sparsity to induce. Here we introduce a general Empirical Bayes approach to matrix factorization (EBMF), whose key feature is that it estimates the appropriate amount of sparsity by estimating prior distributions from the observed data. The approach is very flexible: it allows for a wide range of different prior families and allows that each component of the matrix factorization may exhibit a different amount of sparsity. The key to this flexibility is the use of a variational approximation, which we show effectively reduces fitting the EBMF model to solving a simpler problem, the so-called “normal means"" problem.  We demonstrate the benefits of EBMF with sparse priors through both numerical comparisons with competing methods and through analysis of data from the GTEx (Genotype Tissue Expression) project on genetic associations across 44 human tissues. In numerical comparisons EBMF often provides more accurate inferences than other methods. In the GTEx data, EBMF identifies interpretable structure that agrees with known relationships among human tissues. Software implementing our approach is available at https://github.com/stephenslab/flashr.",Approximation; Factor Analysis; Github; Inference; Principal Component Analysis (PCA),Github
