id,title,author,date,url,description,type,tags,skills,data_skills
126393,How to Build an Impressive Data Science Resume,Sharan Kumar Ravindran,2021-04-28,https://www.kdnuggets.com/2021/04/build-impressive-data-science-resume.html,Every one of us needs a resume to showcase our skills and experience but how much effort are we putting into it to make it impactful. It is undeniable that resumes play a key role in our job application process. This article will explore some simple strategies to significantly improve the presentation as well as the content of data science resumes.,opinions,"Career Advice, Data Science, Resume",Data Science; Play; Presentation,Presentation Skill
126398,Introducing The NLP Index,Matthew Mayo,2021-04-29,https://www.kdnuggets.com/2021/04/nlp-index.html,"The NLP Index is a brand new resource for NLP code discovery, combining and indexing more than 3,000 paper and code pairs at launch. If you are interested in NLP research and locating the code and papers needed to understand an implement the latest research, you should check it out.",tutorials,"Datasets, NLP, Research",Dataset; Natural Language Processing (NLP); Research,NLP
126427,"The secret to analysing large, complex datasets quickly and productively?",Thomas Richardson,2021-04-29,https://www.kdnuggets.com/2021/04/secret-analysing-large-complex-datasets-constraint.html,"Data is beautiful, and lots of data is simply sublime, but be wary of the pitfalls. Sometimes you have so much data you can waste hours exploring without answering the important questions. These 5 tips will show you how to analyse large complex datasets productively by constraining yourself.",opinions,"Advice, Big Data, Data Analysis, Data Science",Big Data; Data Analysis; Data Science; Dataset,
126444,"Feature Engineering of DateTime Variables for Data Science, Machine Learning",Samarth Agrawal,2021-04-29,https://www.kdnuggets.com/2021/04/feature-engineering-datetime-variables-data-science-machine-learning.html,Learn how to make more meaningful features from DateTime type variables to be used by Machine Learning Models.,tutorials,"Data Science, Feature Engineering, Machine Learning, Python",Data Science; Feature Engineering; Machine Learning; Python; Variable,Python Programming
126168,Learn Neural Networks for Natural Language Processing Now,Matthew Mayo,2021-04-30,https://www.kdnuggets.com/2021/04/learn-neural-networks-natural-language-processing-now.html,Still haven't come across enough quality contemporary natural language processing resources? Here is yet another freely-accessible offering from a top-notch university that might help quench your thirst for learning materials.,tutorials,"CMU, Courses, Neural Networks, NLP",Natural Language Processing (NLP); Neural Network,NLP
126437,FluDemic – using AI and Machine Learning to get ahead of disease,DataDriven Health,2021-04-30,https://www.kdnuggets.com/2021/04/fludemic-ai-machine-learning-disease.html,"We are amidst a healthcare data explosion. AI/ML will be more vital than ever in the prevention and handling of future pandemics. Here, we walk you through the different facets of modeling infectious diseases, focusing on influenza and COVID-19.",tutorials,"AI, COVID-19, Healthcare, Machine Learning",Artificial Intelligence (AI); Healthcare; Machine Learning; Modelling,AI
126487,Gradient Boosted Decision Trees – A Conceptual Explanation,Derrick Mwiti,2021-04-30,https://www.kdnuggets.com/2021/04/gradient-boosted-trees-conceptual-explanation.html,"Gradient boosted decision trees involves implementing several models and aggregating their results. These boosted models have become popular thanks to their performance in machine learning competitions on Kaggle. In this article, we’ll see what gradient boosted decision trees are all about.",tutorials,"CatBoost, Decision Trees, Gradient Boosting, Machine Learning, Python, scikit-learn, XGBoost",Boosting; CatBoost; Competition; Decision Tree; Machine Learning; Python; Scikit-learn,Python Programming
126541,Hilarious Data Science Humor,Yi Li,2021-05-02,https://www.kdnuggets.com/2021/05/hilarious-data-science-humor.html,Data scientists and developers share a goofy sense of humor.  Here are some puns that we — data scientists/programmers— can definitely relate to.,opinions,"Data Science, Humor, Programming",Data Science; Programming,
126520,XGBoost Explained: DIY XGBoost Library in Less Than 200 Lines of Python,Guillaume Saupin,2021-05-03,https://www.kdnuggets.com/2021/05/xgboost-explained-diy-xgboost-library-200-lines-python.html,Understand how XGBoost work with a simple 200 lines codes that implement gradient boosting for decision trees.,tutorials,"Algorithms, Machine Learning, Python, XGBoost",Boosting; Decision Tree; LeSS; Machine Learning; Python; Tree Algorithm,Python Programming
126565,How To Generate Meaningful Sentences Using a T5 Transformer,Vatsal Saglani,2021-05-03,https://www.kdnuggets.com/2021/05/generate-meaningful-sentences-t5-transformer.html,Read this article to see how to develop a text generation API using the T5 transformer.,tutorials,"API, Hugging Face, Natural Language Generation, NLP, Python, Transformer",Application Programming Interface (API); Natural Language Generation; Natural Language Processing (NLP); Python; Transformer,NLP; Python Programming
126599,Charticulator: Microsoft Research open-sourced a game-changing Data Visualization platform,Josh Taylor,2021-05-03,https://www.kdnuggets.com/2021/05/charticulator-microsoft-research-data-visualization-platform.html,"Creating grand charts and graphs from your data analysis is supported by many powerful tools. However, how to make these visualizations meaningful can remain a mystery. To address this challenge, Microsoft Research has quietly open-sourced a game-changing visualization platform.",opinions,"Data Visualization, Microsoft",Chart; Data Analysis; Data Visualization; Graph; Microsoft; Platform; Research; Visualization,Visualizations
126527,Deploy a Dockerized FastAPI App to Google Cloud Platform,Krueger & Franklin,2021-05-04,https://www.kdnuggets.com/2021/05/deploy-dockerized-fastapi-app-google-cloud-platform.html,A short guide to deploying a Dockerized Python app to Google Cloud Platform using Cloud Run and a SQL instance.,tutorials,"API, Deployment, Docker, FastAPI, Google Cloud",Application Programming Interface (API); Docker; Google Cloud Platform (GCP); Python; Structured Query Language (SQL),Python Programming; SQL
126548,A simple static visualization can often be the best approach,Kai Wong,2021-05-04,https://www.kdnuggets.com/2021/05/simple-static-visualization-often-best-approach.html,How I overengineered a worse solution by making an interactive visualization.,tutorials,"Data Visualization, UI/UX, Visualization",Data Visualization; User Experience (UX); User Interface (UI); Visualization,Visualizations
126643,"Disentangling AI, Machine Learning, and Deep Learning",Kevin Vu,2021-05-04,https://www.kdnuggets.com/2021/05/disentangling-ai-machine-learning-deep-learning.html,"The field of Artificial Intelligence is extremely broad and captures a winding history through the evolution of various sub-fields that experienced many ups and downs over the years. Appreciating AI within its historical contexts will enhance your communication with the public, colleagues, and potential hiring managers, as well as guide your thinking as you progress in the application and study of state-of-the-art techniques.",tutorials,"AI, Deep Learning, History, Machine Learning",Artificial Intelligence (AI); Communication; Deep Learning; History; Machine Learning,AI; Deep Learning
126686,The Machine Learning Research Championed by the Biggest AI Labs in the World,Jesus Rodriguez,2021-05-05,https://www.kdnuggets.com/2021/05/machine-learning-research-biggest-ai-labs.html,"How Google, Microsoft, Facebook, DeepMind, OpenAI, Amazon and IBM think about the future of AI.",opinions,"AI, Deep Learning, Machine Learning, Research",Artificial Intelligence (AI); Deep Learning; Facebook; Machine Learning; Microsoft; Research,AI; Deep Learning
126700,Rebuilding My 7 Python Projects,Kaustubh Gupta,2021-05-05,https://www.kdnuggets.com/2021/05/rebuilding-7-python-projects.html,"This is how I rebuilt My Python Projects: Data Science, Web Development & Android Apps.",tutorials,"Data Science, Programming, Project, Python",Android; Data Science; Programming; Python; Web Development,Python Programming
126707,What makes a winning entry in a Machine Learning competition?,Harald Carlens,2021-05-05,https://www.kdnuggets.com/2021/05/winning-machine-learning-competition.html,"So you want to show your grit in a Kaggle-style competition? Many, many others have the same idea, including domain experts and non-experts, and academic and corporate teams. What does it take for your bright ideas and skills to come out on top of thousands of competitors?",opinions,"Challenge, Competition, Kaggle, Machine Learning, PyTorch, TensorFlow",Azure Machine Learning; Competition; PyTorch; Sentry; TensorFlow,
126722,What is Neural Search?,Pradeep Sharma,2021-05-06,https://www.kdnuggets.com/2021/05/what-neural-search.html,And how to get started with it with no prior experience in Machine Learning.,tutorials,"Neural Networks, NLP, Search, Search Engine",Machine Learning; Natural Language Processing (NLP); Neural Network,NLP
126737,A Comprehensive Guide to Ensemble Learning – Exactly What You Need to Know,Derrick Mwiti,2021-05-06,https://www.kdnuggets.com/2021/05/comprehensive-guide-ensemble-learning.html,"This article covers ensemble learning methods, and exactly what you need to know in order to understand and implement them.",tutorials,"CatBoost, Ensemble Methods, Machine Learning, Python, random forests algorithm, scikit-learn, XGBoost",CatBoost; Ensemble Learning; Ensemble Method; Machine Learning; Python; Random Forest Algorithm; Scikit-learn,Python Programming
126763,Feature stores – how to avoid feeling that every day is Groundhog Day,Monte Zweben,2021-05-06,https://www.kdnuggets.com/2021/05/feature-stores-how-avoid-feeling-every-day-is-groundhog-day.html,"Feature stores stop the duplication of each task in the ML lifecycle. You can reuse features and pipelines for different models, monitor models consistently, and sidestep data leakage with this MLOps technology that everyone is talking about.",opinions,"Data Preparation, Feature Store, Machine Learning, MLOps",Data Preparation; MLOps; Machine Learning,Data Cleansing / Preparation
126784,"Data Preparation in SQL, with Cheat Sheet!",Stan Pugsley,2021-05-07,https://www.kdnuggets.com/2021/05/data-preparation-sql-cheat-sheet.html,"If your raw data is in a SQL-based data lake, why spend the time and money to export the data into a new platform for data prep?",tutorials,"Cheat Sheet, Data Preparation, Data Preprocessing, Data Science, SQL",Data Preparation; Data Science; Platform; Structured Query Language (SQL),Data Cleansing / Preparation; SQL
126801,"We Don’t Need Data Engineers, We Need Better Tools for Data Scientists",Devin Petersohn,2021-05-07,https://www.kdnuggets.com/2021/05/dont-need-data-engineers-need-better-tools-data-scientists.html,"In today's data science jobs landscape, a variety of roles are being filled from specialized engineering positions to the more generalized data scientist. However, is it possible that some of these job types are duplicative or misdirected, such as that of the Data Engineer, which might exist as we know it because of a lack of adequate tooling for Data Scientists?",opinions,"Career Advice, Data Engineer, Data Preparation, Data Science Platform, Data Scientist",Data Preparation; Data Science; Engineering; Platform,Data Cleansing / Preparation
126816,Applying Python’s Explode Function to Pandas DataFrames,Michael Mosesov,2021-05-07,https://www.kdnuggets.com/2021/05/applying-pythons-explode-function-pandas-dataframes.html,"Read this applied Python method to solve the issue of accessing column by date/ year using the Pandas library and functions lambda(), list(), map() & explode().",tutorials,"Data Analysis, Pandas, Programming, Python",Data Analysis; Dataframe; Pandas; Programming; Python,Python Programming
126837,Similarity Metrics in NLP,James Briggs,2021-05-10,https://www.kdnuggets.com/2021/05/similarity-metrics-nlp.html,"This post covers the use of euclidean distance, dot product, and cosine similarity as NLP similarity metrics.",tutorials,"Metrics, NLP, Similarity",Natural Language Processing (NLP),NLP
126845,Ensemble Methods Explained in Plain English: Bagging,Claudia Ng,2021-05-10,https://www.kdnuggets.com/2021/05/ensemble-methods-explained-plain-english-bagging.html,Understand the intuition behind bagging with examples in Python.,tutorials,"Algorithms, Bagging, Ensemble Methods, Python",Algorithm; Bagging; English; Ensemble Method; Python,Python Programming
126931,Essential Linear Algebra for Data Science and Machine Learning,Benjamin Obi Tayo,2021-05-10,https://www.kdnuggets.com/2021/05/essential-linear-algebra-data-science-machine-learning.html,Linear algebra is foundational in data science and machine learning. Beginners starting out along their learning journey in data science--as well as established practitioners--must develop a strong familiarity with the essential concepts in linear algebra.,tutorials,"Data Science Education, Data Visualization, Linear Algebra, Linear Regression, Mathematics, Python",Data Science; Data Visualization; Linear Algebra; Linear Regression; Machine Learning; Mathematics; Nonlinear Regression; Python; Regression; Visualization,Python Programming; Regressions; Visualizations
126856,Confidence Intervals for XGBoost,Guillaume Saupin,2021-05-11,https://www.kdnuggets.com/2021/05/confidence-intervals-xgboost.html,Read this article about building a regularized Quantile Regression objective.,tutorials,"Prediction, Statistics, XGBoost",Confidence Intervals; Objective-C; Regression; Statistics,Regressions; Statistics
126894,What Makes AI Trustworthy?,Ronel Sylvester,2021-05-11,https://www.kdnuggets.com/2021/05/what-makes-ai-trustworthy.html,"This blog pertains to the importance of why AI needs to be trustworthy as well as what makes it trustworthy. AI predictions/suggestions should not just be taken at face value, but rather delved into at a deeper level. We need to understand how an AI system makes its predictions to put our trust in it. Trust should not be built on prediction accuracy alone.",opinions,"AI, Bias, Explainable AI, Trust",Accuracy; Artificial Intelligence (AI); Blogging,AI
127000,Must-have Chrome Extensions For Machine Learning Engineers And Data Scientists,Himanshu Ragtah,2021-05-11,https://www.kdnuggets.com/2021/05/chrome-extensions-machine-learning-engineers-data-scientists.html,"Browser extensions are a productivity secret weapon for hackers and developers. Many machine learning practitioners use Chrome, and this list features must-have Chrome extensions for machine learning engineers and data scientists that you should check out today.",tutorials,"arXiv, Data Science Tools, Deployment, Google Colab, Machine Learning, Research, Tools",Data Science Tool; Google Colaboratory; Machine Learning; Research,
126882,Super Charge Python with Pandas on GPUs Using Saturn Cloud,Tyler Folkman,2021-05-12,https://www.kdnuggets.com/2021/05/super-charge-python-pandas-gpus-saturn-cloud.html,"Saturn Cloud is a tool that allows you to have 10 hours of free GPU computing and 3 hours of Dask Cluster computing a month for free. In this tutorial, you will learn how to use these free resources to process data using Pandas on a GPU. The experiments show that Pandas is over 1,000,000% slower on a CPU as compared to running Pandas on a Dask cluster of GPUs.",tutorials,"Cloud, GPU, Pandas, Python",Computing; Graphics Processing Unit (GPU); Pandas; Python,Python Programming
127108,Machine Learning Pipeline Optimization with TPOT,Matthew Mayo,2021-05-12,https://www.kdnuggets.com/2021/05/machine-learning-pipeline-optimization-tpot.html,"Let's revisit the automated machine learning project TPOT, and get back up to speed on using open source AutoML tools on our way to building a fully-automated prediction pipeline.",tutorials,"Automated Machine Learning, AutoML, Machine Learning, Optimization, Pipeline, Python",Automated Machine Learning; Python,Python Programming
127120,How to become an online data science tutor,Iliya Valchanov,2021-05-12,https://www.kdnuggets.com/2021/05/how-become-online-data-science-tutor.html,"Your expertise in data science may be serving you well in your day job or you are on track to land that next dream position to do what you love. There are many others aspiring to attain your level of skill, and maybe you could consider helping them out... through a side gig of teaching.",opinions,"Career Advice, Data Science Education, Online Education",Data Science,
126912,The Explainable Boosting Machine,Dr. Robert Kübler,2021-05-13,https://www.kdnuggets.com/2021/05/explainable-boosting-machine.html,"As accurate as gradient boosting, as interpretable as linear regression.",tutorials,"Decision Trees, Explainability, Gradient Boosting, Interpretability, Machine Learning",Boosting; Decision Tree; Linear Regression; Machine Learning; Nonlinear Regression; Regression,Regressions
127185,6 side hustles for an aspiring data scientist,Ahmad Bin Shafiq,2021-05-13,https://www.kdnuggets.com/2021/05/6-side-hustles-data-scientist.html,"As an aspiring data scientist or an employed professional, many opportunities exist for you to offer your skills to a broader audience through side gigs. While the difficulty and risk vary, experiences from applying your data science practice to areas outside your immediate career path can increase your expertise while even increasing your bank account.",tutorials,"Career Advice, Data Scientist, Kaggle, Online Education, Youtube",Data Science; Youtube,
127193,The NoSQL Know-It-All Compendium,Alex Williams,2021-05-13,https://www.kdnuggets.com/2021/05/nosql-know-it-all-compendium.html,"Are you a NoSQL beginner, but want to become a NoSQL Know-It-All? Well, this is the place for you. Get up to speed on NoSQL technologies from a beginner's point of view, with this collection of related progressive posts on the subject. NoSQL? No problem!",tutorials,"Beginners, Databases, NoSQL, SQL",Database; NoSQL; Structured Query Language (SQL),NoSQL; SQL
127174,DeepMind Wants to Reimagine One of the Most Important Algorithms in Machine Learning,Jesus Rodriguez,2021-05-14,https://www.kdnuggets.com/2021/05/deepmind-reimagine-important-algorithms-machine-learning.html,"In one of the most important papers this year, DeepMind proposed a multi-agent structure to redefine PCA.",tutorials,"Algorithms, DeepMind, Game Theory, Machine Learning, PCA",Algorithm; Game Theory; Machine Learning; Principal Component Analysis (PCA),
127227,The next-generation of AutoML frameworks,Aleksandra Plonska and Piotr Plonski,2021-05-14,https://www.kdnuggets.com/2021/05/next-generation-automl-frameworks.html,"AutoML frameworks are getting better every day, and can provide high-performing ML pipelines, unique data insights, and ML explanations. No longer black-boxes, these powerful tools offer self-documenting capabilities and native Python notebook support.",tutorials,"AutoML, Machine Learning",Machine Learning; Python,Python Programming
127245,Best Python Books for Beginners and Advanced Programmers,Claire D. Costa,2021-05-14,https://www.kdnuggets.com/2021/05/best-python-books-beginner-advanced.html,"Let's take a look at nine of the best Python books for both beginners and advanced programmers, covering topics such as data science, machine learning, deep learning, NLP, and more.",tutorials,"Analytics, Books, Data Science, Deep Learning, Machine Learning, Python",Analytical; Data Science; Deep Learning; Machine Learning; Natural Language Processing (NLP); Python,Deep Learning; NLP; Python Programming
127278,Binary Classification with Automated Machine Learning,Derrick Mwiti,2021-05-17,https://www.kdnuggets.com/2021/05/binary-classification-automated-machine-learning.html,Check out how to use the open-source MLJAR auto-ML to build accurate models faster.,tutorials,"Automated Machine Learning, AutoML, Classification, Open Source",Automated Machine Learning; Classification,
127294,Machine Translation in a Nutshell,Kevin Gray and Dr. Anna Farzin,2021-05-17,https://www.kdnuggets.com/2021/05/machine-translation-nutshell.html,Marketing scientist Kevin Gray asks Dr. Anna Farzindar of the University of Southern California for a snapshot of machine translation. Dr. Farzindar also provided the original art for this article.,tutorials,"Machine Translation, Neural Networks, NLP, Text Analytics",Analytical; Machine Translation; Marketing; Natural Language Processing (NLP); Neural Network,NLP
127299,Vaex: Pandas but 1000x faster,Ahmad Anis,2021-05-17,https://www.kdnuggets.com/2021/05/vaex-pandas-1000x-faster.html,"If you are working with big data, especially on your local machine, then learning the basics of Vaex, a Python library that enables the fast processing of large datasets, will provide you with a productive alternative to Pandas.",tutorials,"Big Data, Data Preprocessing, Pandas, Scalability, Vaex",Big Data; Dataset; Pandas; Processing; Python,Python Programming
127363,Easy MLOps with PyCaret + MLflow,Moez Ali,2021-05-18,https://www.kdnuggets.com/2021/05/easy-mlops-pycaret-mlflow.html,"A beginner-friendly, step-by-step tutorial on integrating MLOps in your Machine Learning experiments using PyCaret.",tutorials,"Machine Learning, MLflow, MLOps, PyCaret, Python",MLFlow; MLOps; Machine Learning; Python,Python Programming
127405,Animated Bar Chart Races in Python,Shelvi Garg,2021-05-18,https://www.kdnuggets.com/2021/05/animated-race-bar-charts-python.html,A quick and step-by-step beginners project to create an animation bar graph for an amazing Covid dataset.,tutorials,"COVID-19, Data Science, Data Visualization, Pandas, Python, Visualization",Animation; Bar Chart; Data Science; Data Visualization; Dataset; Graph; Pandas; Python; Visualization,Python Programming; Visualizations
127426,The Most In Demand Skills for Data Engineers in 2021,Terence Shin,2021-05-18,https://www.kdnuggets.com/2021/05/most-demand-skills-data-engineers-2021.html,"If you are preparing to make a career in data or are looking for opportunities to skill-up in your current data-centric role, then this analysis of in-demand skills for 2021, based on over 17,000 Data Engineer job postings, should offer you a good idea as to which programming languages and software tools are increasing and decreasing in importance.",tutorials,"Apache Spark, AWS, Data Engineer, Data Science Skills, Data Scientist, Python, Skills, SQL",Amazon Web Service (AWS); Analysis; Apache Spark; Data Science; Programming Language; Python; Software Tool; Structured Query Language (SQL),SPARK; Python Programming; SQL
127330,"Data Scientist, Data Engineer & Other Data Careers, Explained",Matthew Mayo,2021-05-19,https://www.kdnuggets.com/2021/05/data-scientist-data-engineer-data-careers-explained.html,"In this article, we will have a look at five distinct data careers, and hopefully provide some advice on how to get one's feet wet in this convoluted field.",opinions,"Data Analyst, Data Engineer, Data Engineering, Data Management, Data Science, Data Scientist, Machine Learning, Machine Learning Engineer",Data Engineering; Data Management; Data Science; Machine Learning,
127472,Differentiable Programming from Scratch,Guillaume Saupin,2021-05-19,https://www.kdnuggets.com/2021/05/differentiable-programming-from-scratch.html,"In this article, we are going to explain what Differentiable Programming is by developing from scratch all the tools needed for this exciting new kind of programming.",tutorials,"Mathematics, Programming, Python",Mathematical Programming; Mathematics; Python,Python Programming
127491,A checklist to track your Data Science progress,Pascal Janetzky,2021-05-19,https://www.kdnuggets.com/2021/05/checklist-data-science-progress.html,"Whether you are just starting out in data science or already a gainfully-employed professional, always learning more to advance through state-of-the-art techniques is part of the adventure. But, it can be challenging to track of your progress and keep an eye on what's next. Follow this checklist to help you scale your expertise from entry-level to advanced.",opinions,"Advice, Beginners, Data Preparation, Data Science, Deep Learning",Data Preparation; Data Science; Deep Learning; Sentry,Data Cleansing / Preparation; Deep Learning
127513,How to Determine if Your Machine Learning Model is Overtrained,Charles Martin,2021-05-20,https://www.kdnuggets.com/2021/05/how-determine-machine-learning-model-overtrained.html,"WeightWatcher is based on theoretical research (done injoint with UC Berkeley) into Why Deep Learning Works, based on our Theory of Heavy Tailed Self-Regularization (HT-SR). It uses ideas from Random Matrix Theory (RMT), Statistical Mechanics, and Strongly Correlated Systems.",tutorials,"Learning, Modeling, Python, Training",Deep Learning; Machine Learning; Mechanics; Modelling; Python; Research; Statistical Mechanis; Training,Deep Learning; Python Programming
127519,Awesome list of datasets in 100+ categories,Etienne D. Noumen,2021-05-20,https://www.kdnuggets.com/2021/05/awesome-list-datasets.html,"With an estimated 44 zettabytes of data in existence in our digital world today and approximately 2.5 quintillion bytes of new data generated daily, there is a lot of data out there you could tap into for your data science projects. It's pretty hard to curate through such a massive universe of data, but this collection is a great start. Here, you can find data from cancer genomes to UFO reports, as well as years of air quality data to 200,000 jokes. Dive into this ocean of data to explore as you learn how to apply data science techniques or leverage your expertise to discover something new.",tutorials,"Big Data, Data Science, Datasets",Big Data; Data Science; Dataset,
127534,DataOps: 5 things that you need to know,Sigmoid,2021-05-20,https://www.kdnuggets.com/2021/05/dataops-5-things-need-know.html,DataOps (Data Operations) has assumed a critical role in the age of big data to drive definitive impact on business outcomes. This process-oriented and agile methodology synergizes the components of DevOps and the capabilities of data engineers and data scientists to support data-focused workloads in enterprises. Here is a detailed look at DataOps.,tutorials,"Data Engineer, Data Engineering, DataOps",Agile Methodology; Big Data Tool; Data Engineering; DevOps,
127552,Building RESTful APIs using Flask,Mahadev Easwar,2021-05-21,https://www.kdnuggets.com/2021/05/building-restful-apis-flask.html,Learn about using the lightweight web framework in Python from this article.,tutorials,"API, Flask, Python, RESTful API",Application Programming Interface (API); Python; RESTful API; Web Framework,Python Programming
127564,"How to pitch to VCs, explained: The Deck We Used to Raise Capital For Our Open-Source ELT Platform",John Lafleur,2021-05-21,https://www.kdnuggets.com/2021/05/vc-pitch-deck-open-source-elt-platform.html,"Winning seed funding from venture capitalists is a daunting task, and the pitch is key. Learn how one effective slide deck resulted in a successful early funding round for an open-source start-up, Airbyte.",tutorials,"Data Preparation, ELT, ETL, Startup, VC",Airbyte; Data Preparation; Extract Transform Load (ETL); Platform; Venture Capital (VC),Data Cleansing / Preparation; ETL
127581,6 Business Trends Benefiting Data Scientists,Devin Partida,2021-05-21,https://www.kdnuggets.com/2021/05/6-business-trends-data-scientists.html,Here are six business trends making data scientists even more in-demand.,opinions,"Business, Data Science, Data Scientist, Trends",Data Science,
127612,"Data Validation in Machine Learning is Imperative, Not Optional",Aggarwal & Bose,2021-05-24,https://www.kdnuggets.com/2021/05/data-validation-machine-learning-imperative.html,"Before we reach model training in the pipeline, there are various components like data ingestion, data versioning, data validation, and data pre-processing that need to be executed. In this article, we will discuss data validation, why it is important, its challenges, and more.",tutorials,"Data Quality, Machine Learning, Production, Validation",Machine Learning; Processing; Training,
127638,How to Deal with Categorical Data for Machine Learning,Shelvi Garg,2021-05-24,https://www.kdnuggets.com/2021/05/deal-with-categorical-data-machine-learning.html,"Check out this guide to implementing different types of encoding for categorical data, including a cheat sheet on when to use what type.",tutorials,"Data Preparation, Data Preprocessing, Feature Engineering, Machine Learning, Pandas, Python, scikit-learn",Data Preparation; Encoding; Feature Engineering; Machine Learning; Pandas; Python; Scikit-learn,Data Cleansing / Preparation; Python Programming
127661,A Guide On How To Become A Data Scientist (Step By Step Approach),Aditya Agarwal,2021-05-24,https://www.kdnuggets.com/2021/05/guide-become-data-scientist.html,"Becoming a Data Scientists is an exciting path, but you cannot learn data science within one year or six months—instead, it’s a lifetime process that you have to follow with proper dedication and hard work. To guide your journey, the skills outlined here are the first you must acquire to become a data scientist.",tutorials,"Career Advice, Data Science Skills, Data Scientist, Python, R, SQL, Statistics",Data Science; Python; R; Statistics; Structured Query Language (SQL),Python Programming; R programming; Statistics; SQL
127629,"Where Did You Apply Analytics, Data Science, Machine Learning in 2020/2021?",Matthew Mayo,2021-05-25,https://www.kdnuggets.com/2021/05/poll-did-apply-analytics-data-science-machine-learning-2020-2021.html,"Take part in the latest KDnuggets survey, and let us know where you have been applying Analytics, Data Science, Machine Learning in 2020/2021.",opinions,"Analytics, Data Science, Machine Learning, Poll, Survey",Analytical; Data Science; Machine Learning,
127681,Write and train your own custom machine learning models using PyCaret,Moez Ali,2021-05-25,https://www.kdnuggets.com/2021/05/pycaret-write-train-custom-machine-learning-models.html,"A step-by-step, beginner-friendly tutorial on how to write and train custom machine learning models in PyCaret.",tutorials,"Machine Learning, Modeling, PyCaret, Python, Training",Machine Learning; Modelling; Python; Training,Python Programming
127754,These Soft Skills Can Make or Break Your Data Science Career,Stefan Maraj,2021-05-25,https://www.kdnuggets.com/2021/05/soft-skills-data-science-career.html,"In an industry long ruled by hard skills, the future career success of tomorrow’s data scientists might well depend on their ability to deploy a variety of soft skills into the workplace.",opinions,"Career Advice, Communication, Data Science, Data Science Skills, Decision Making",Communication; Data Science; Decision Making,
127390,Topic Modeling with Streamlit,Bryan Patrick Wood,2021-05-26,https://www.kdnuggets.com/2021/05/topic-modeling-streamlit.html,"What does it take to create and deploy a topic modeling web application quickly? Read this post to see how the author uses Python NLP packages for topic modeling, Streamlit for the web application framework, and Streamlit Sharing for deployment.",tutorials,"Deployment, NLP, Python, spaCy, Streamlit, Text Analytics, Topic Modeling",Analytical; Natural Language Processing (NLP); Python; Topic Modelling; Web Application Framework,NLP; Python Programming
127736,Essential Machine Learning Algorithms: A Beginner’s Guide,Ria Katiyar,2021-05-26,https://www.kdnuggets.com/2021/05/essential-machine-learning-algorithms-beginners.html,"Machine Learning as a technology, ensures that our current gadgets and their software get smarter by the day. Here are the algorithms that you ought to know about to understand Machine Learning’s varied and extensive functionalities and their affectivity.",tutorials,"Algorithms, K-means, K-nearest neighbors, Logistic Regression, Machine Learning, Naive Bayes, Regression",Bayesian Regression; Logistic Regression; Logistics; Machine Learning Algorithm; Naïve Bayes; Regression,Regressions
127794,Top Programming Languages and Their Uses,Claire D. Costa,2021-05-26,https://www.kdnuggets.com/2021/05/top-programming-languages.html,"The landscape of programming languages is rich and expanding, which can make it tricky to focus on just one or another for your career. We highlight some of the most popular languages that are modern, widely used, and come with loads of packages or libraries that will help you be more productive and efficient in your work.",tutorials,"C++, Java, Javascript, PHP, Programming, Programming Languages, Python, R, SQL",C++; Java; JavaScript; PHP; Programming Language; Python; R; Structured Query Language (SQL),C++; Java; JavaScript; Python Programming; R programming; SQL
127837,Top Data and Analytics Trends,Sigmoid,2021-05-27,https://www.kdnuggets.com/2021/05/top-data-analytics-trends.html,"Experts and enthusiasts have already started pondering over the data and analytics trends that are expected to take the center stage, going forward. The following is a list of top trends which will dominate the market this year.",opinions,"Analytics, Data Analytics, Trends",Data Analytics; Market,
127849,AI Books you should read in 2021,Przemek Chojecki,2021-05-27,https://www.kdnuggets.com/2021/05/ai-books-read-2021.html,"As of late, every year seems to be a ""break-out"" year for AI. So, it's time for you to get ready for the future in the age of automation. This collection of books will help you prepare for the many opportunities to come, many of which may not have yet been imagined.",tutorials,"AGI, AI, Books, Business, China, Singularity",Artificial Intelligence (AI); Automation; Imagine,AI
127861,Great New Resource for Natural Language Processing Research and Applications,Matthew Mayo,2021-05-27,https://www.kdnuggets.com/2021/05/great-new-resource-natural-language-processing-research-applications.html,"The NLP Index is a brand new resource for NLP code discovery, combining and indexing more than 3,000 paper and code pairs at launch. If you are interested in NLP research and locating the code and papers needed to understand an implement the latest research, you should check it out.",tutorials,"Datasets, NLP, Research",Dataset; Natural Language Processing (NLP); Research,NLP
126031,Essential Math for Data Science: Basis and Change of Basis,Hadrien Jean,2021-05-28,https://www.kdnuggets.com/2021/05/essential-math-data-science-basis-change-basis.html,"In this article, you will learn what the basis of a vector space is, see that any vectors of the space are linear combinations of the basis vectors, and see how to change the basis using change of basis matrices.",tutorials,"Data Science, Linear Algebra, Mathematics",Data Science; Linear Algebra; Mathematics,
127886,Choosing the Right BI Tool for Your Business,Angshuman Guha,2021-05-28,https://www.kdnuggets.com/2021/05/choosing-right-bi-tool-business.html,Here are six questions to ask as you search for the best BI tool for your specific needs.,opinions,"BI, Business, Business Intelligence, Tools",Business Intelligence (BI); Business Intelligence Tool,
