id,title,url,published_date,updated_date,content,author,skills
1.22e+19,"Featuring IBM, NASA JPL, KNIME and more: The 3rd Annual IM Data Conference - EIN News",https://www.einnews.com/pr_news/551365429/featuring-ibm-nasa-jpl-knime-and-more-the-3rd-annual-im-data-conference,2021-09-14 17:15:00+00:00,2021-09-14 17:15:00+00:00,A great opportunity for experts and aspiring data scientists worldwide to learn about the positive social impacts of AI and <b>data science</b>.,,Agriculture; Airlines; Analytical; Artificial Intelligence (AI); Automotive; Banking; Big Data; C; Casino; Chart; Chemical; Competition; Computer Vision; Construction; Dashboard; Data Privacy; Data Science; Database; Deep Learning; Editor; Electronics; Email; Ethics; German; Healthcare; Indonesian; Information Technology (IT); Insurance; Internet; Keynote; Knime; Korean; Law; Logistics; Machine Learning; Management; Manufacturing; Mining; Music; Natural Language Processing (NLP); Networking; Neural Network; News; Newsletters; Platform; Politics; Public Relations (PR); Publishing; Radio; Real Estate; Research; Retail; Russian; Sampling Distribution; Security; Social Media; Sports; Textiles; Trade; Video; iland
1.13e+19,Apple&#39;s most popular iPad delivers even more performance and advanced features - Apple,https://www.apple.com/newsroom/2021/09/apples-most-popular-ipad-delivers-even-more-performance-and-advanced-features/,2021-09-14 17:26:05+00:00,2021-09-14 17:26:05+00:00,"The Neural Engine in A13 Bionic also powers next-level <b>machine learning</b> capabilities, including Live Text coming in iPadOS 15,&nbsp;...",,.NET Framework; Android; Assembly; Audio; Bionics; Communication; Configuration; Design; English; Equity; Ethics; French; German; Golang; Healthcare; Image; Innovation; Japanese; Leadership; Logic; Machine Learning; Manufacturing; Marketing; Media; Music; News; Operating System; Platform; Play; Privacy; Retail; Sales; Spanish; Table; Testing; Trade; Video; Wireless LAN; Writing; iOS; macOS
7.56e+18,9 Essential Data Scientist Skills 2021 - Analytics Insight,https://www.analyticsinsight.net/9-essential-data-scientist-skills-2021/,2021-09-14 17:26:15+00:00,2021-09-14 17:26:15+00:00,"<b>Data science</b> has undeniably become a critical component of organizations, allowing them to make well-informed judgements based on statistical data,&nbsp;...",,Advertising; Analytical Thinking; Artificial Intelligence (AI); Automation; Automotive; Aviation; Bengali; Big Data Analysis; Big Data Analytics; Binary Tree; Burmese; Business Acumen; Business Analysis; Business Analytics; Business Intelligence (BI); Calculus; Chart; Chatbot; Cloud Computing; Coding; Cognitive; Communication; Computer Science; Computer Vision; Creatio; Cryptocurrency; Cybersecurity; Data Management; Data Presentation; Data Science; Data Visualization; Database; Deep Learning; Documentation; English; Entertainment; Extract Transform Load (ETL); Financial Regulation; Flow Control Statement; French; German; Golang; Graph; Gujarati; Hausa; Healthcare; Hindi; History; Hospitality; Image; Indonesian; Infographics; Innovation; International Business; Internet of Things (IoT); Interpreter; Investment; Italian; Ivy; Japanese; Javanese; Kannada; Korean; Leadership; Linear Algebra; Links; Machine Learning Algorithm; Malay; Malayalam; Manufacturing; Marathi; Market; Media; Modelling; Natural Language Processing (NLP); Networking; News; Newsletters; Platform; Polish; Portuguese; Privacy; Programming; Python; R; Recommendations AI; Relation Algebra; Retail; Robot; Robotics; Russian; Spanish; Statistical AI; Statistics; Syntax; Tamil; Telegram; Telugu; Trade; Transformer; Turkish; Urdu; Video; Vietnamese; Virtual Reality (VR); Visualization; Windows; Yoruba
1.41e+19,The latest research news in <b>Artificial Intelligence</b> and Robotics - Newswise,https://www.newswise.com/articles/the-latest-research-news-in-artificial-intelligence-and-robotics%3Fta%3Dhome,2021-09-14 17:37:30+00:00,2021-09-14 17:37:30+00:00,"from Purdue University. For <b>artificial intelligence</b> to get any smarter, it needs first to be as intelligent as one of the simplest creatures in&nbsp;...",,Artificial Intelligence (AI)
3.54e+18,Rule of the Robots: Warning Signs - IEEE Spectrum,https://spectrum.ieee.org/rule-of-the-robots-book,2021-09-14 18:03:38+00:00,2021-09-14 18:03:38+00:00,"The following excerpt is a section entitled &quot;Warning Signs,&quot; from the chapter &quot;Deep Learning and the Future of <b>Artificial Intelligence</b>.&quot; —Evan&nbsp;...",,Accuracy; Advertising; Aerospace; Agriculture; Algorithm; Analytical; Architecture; Artificial Intelligence (AI); Automation; Box; Business Model; Cognitive; Collaboration; Commodity; Competition; Compiler; Complexity; Computer Hardware; Computer Vision; Configuration; Control System; Cookies; Creatio; Data Analysis; Deep Learning; Digital Library; Economics; Editor; Electronics; Energy Technology; Engineering; Gecko; Golang; History; Image; Infographics; Innovation; Internet; Investment; Law; LeSS; Machinery; Market; Microsoft Access; Neural Network; News; Newsletters; Optical Character Recognition; Oracle; Parallel Computing; Photography; Physics; Presentation; Privacy; Probability; Processing; Programming Language; Radio; Rally; Research and Development (R&D); Robot; Robotics; Router; Russian; Sales; Saving; Semantics; Semiconductors; Social Media; Software Design; Software Development; Table; Telecommunication; Testing; Text Segmentation; Trade; Training; Transformer; Transportation; Tree; User Experience (UX); User Interface (UI); Video; vSphere
2.16e+18,Welcoming new Board Members | California Trout,https://caltrout.org/news/welcoming-new-board-members,2021-09-14 18:21:00+00:00,2021-09-14 18:21:00+00:00,Greg is currently a Professor of Practice for UOP&#39;s Masters in <b>Data Science</b> program. Greg is married with two daughters.,,Biology; Biotechnology; Blogging; Brand Management; C; Casting; Chemistry; Data Science; Division; Ecology; Email; Equity; Finance; History; Information Technology (IT); Law; Leadership; Life Science; Market; Methodology; News; Pharmacy; Privacy; Reinforcement Learning; Research; Risk Management; Saving; Spring; Strategic Planning; Sustainability; Table; Video; iland
1.7e+19,IBM has a free online learning platform called SkillsBuild for teenage students who are interested in,https://www.businessinsider.com/ibm-free-online-courses,2021-09-14 18:22:30+00:00,2021-09-14 18:22:30+00:00,"IBM&#39;s SkillsBuild platform offers free online courses in tech topics like AI, <b>data science</b>, Blockchain, cybersecurity, and designing with Adobe&nbsp;...",,.NET Framework; Advertising; Artificial Intelligence (AI); Audio; Banking; Blockchain; Box; Chart; Cloud Computing; Collaboration; Cookies; Cybersecurity; Data Science; Database; Design; Editor; Electronics; Email; Entertainment; Facebook; Finance; French; Golang; Healthcare; Image; Instagram; Intellectual Property (IP); Internet Protocol (IP); Italian; Julia; Korean; Law; LeSS; Leadership; LinkedIn; Links; Market; Marketing; Media; Microsoft Access; News; Newsletters; PL; Platform; Play; Polish; Politics; Portuguese; Privacy; Research; Retail; Sales; Saving; Selection; Spanish; Sports; Streaming; Television; Transportation; Turkish; Twitter; Video; Writing; Youtube; eCommerce
1.62e+19,"Apple&#39;s new iPhone 13 is better, but not by much. - The New York Times",https://www.nytimes.com/2021/09/14/technology/apple-iphone-13.html,2021-09-14 18:33:45+00:00,2021-09-14 18:33:45+00:00,Apple&#39;s emphasis on advanced camera technology in its iPhones is a reflection of its hefty investment in <b>artificial intelligence</b> to compete with&nbsp;...,,Artificial Intelligence (AI); Competition; Design; Innovation; Investment; Market; Privacy; Processor; RStudio; Sales; Sentry; Video
6.9e+17,Here&#39;s everything Apple announced at its event this morning | TechCrunch,https://techcrunch.com/2021/09/14/heres-everything-apple-announced-at-its-event-this-morning/,2021-09-14 18:35:16+00:00,2021-09-14 18:35:16+00:00,"iPhone 13 comes in at 6.1″, while iPhone 13 mini will be 5.4″. A wild new “Cinematic” mode that uses <b>machine learning</b> for tricks like auto-shifting&nbsp;...",,Algorithm; Architecture; Bionics; C; English; German; Golang; Graphics Processing Unit (GPU); Image; Machine Learning; Play; Russian; Streaming; User Interface (UI); Video; Zoom; iOS
4.32e+18,Incorporating <b>Artificial Intelligence</b> Into MRI | Imaging Technology News,https://www.itnonline.com/article/incorporating-artificial-intelligence-mri,2021-09-14 18:42:44+00:00,2021-09-14 18:42:44+00:00,"This is an <b>artificial intelligence</b> system that works on raw data, fired into MRI to denoise the data that is to increase the signal to noise ratio, or&nbsp;...",,Artificial Intelligence (AI)
6.35e+18,Engineering Professor Receives Facebook Award in Privacy Learning and Statistics | UCLA ...,https://samueli.ucla.edu/engineering-professor-receives-facebook-award-in-privacy-learning-and-statistics/,2021-09-14 18:45:28+00:00,2021-09-14 18:45:28+00:00,"Diggavi received a $50,000 award to support his research on a <b>machine learning</b> technique, known as federated learning, which trains an algorithm&nbsp;...",,Aerospace Engineering; Algorithm; Analytical; Artificial Intelligence (AI); Azure Machine Learning; Bioengineering; Bioinformatics; Calendar; Chemical; Computer Engineering; Computer Science; Data Privacy; Entrepreneurship; Equity; Facebook; Instagram; Internet; Leadership; LinkedIn; Materials Science; Media; Medicine; Microsoft Access; News; Newsletters; Research; Robotics; Security; Statistics; Sustainability; Twitter; Video; Windows; Wireless Network; Youtube
4.09e+18,Radiology department automates process for spotting reports with actionable findings,https://www.healthimaging.com/topics/enterprise-imaging/radiology-spot-reports-actionable-findings,2021-09-14 18:55:55+00:00,2021-09-14 18:55:55+00:00,"A publicly available tool beat out other <b>machine learning</b> models at the task, experts reported Sept. 11 in BMC Medical Informatics and Decision&nbsp;...",,Advertising; Artificial Intelligence (AI); Assembly; Communication; Database; Decision Making; Deep Learning; Design; Economics; Email; Healthcare; Image; Informatics; Machine Learning; Management; Natural Language Processing (NLP); News; Oncology; Patient Care; Privacy; RStudio; Radiology; Sports; Transformer; Video; Web API
4.41e+18,DataRobot&#39;s new AI Cloud speeds up enterprise <b>machine learning</b> projects - SiliconANGLE,https://siliconangle.com/2021/09/14/datarobots-new-ai-cloud-speeds-enterprise-machine-learning-projects/,2021-09-14 18:56:15+00:00,2021-09-14 18:56:15+00:00,It provides features for all the key coding and software deployment tasks involved in building <b>machine learning</b> applications.,,Algorithm; Amazon Web Service (AWS); Analysis; Analytical; Application Programming Interface (API); Artificial Intelligence (AI); Automation; Azure Machine Learning; Big Data; Blockchain; Box; Cloud API; Coding; Cookies; Cryptocurrency; Cybersecurity; Data Management; Data Preparation; Data Sharing; DataRobot; Dataset; Email; Ethics; Free Hand; Golang; Healthcare; Innovation; Internet; Investment; Market; Media; Microsoft Access; Neural Network; News; Password; Privacy; Rally; Research and Development (R&D); SAP Cloud Platform; Security; Software Deployment; Sports; Streaming; Template; Unified Process (UP); Video
9.99e+18,<b>Artificial Intelligence</b> – The Risks To Privacy And Other Human Rights | Scoop News,https://www.scoop.co.nz/stories/WO2109/S00148/artificial-intelligence-the-risks-to-privacy-and-other-human-rights.htm,2021-09-14 19:07:30+00:00,2021-09-14 19:07:30+00:00,... Human Rights Michelle Bachelet will on Wednesday 15 September issue a report analysing how <b>artificial intelligence</b> impacts our human rights.,,Artificial Intelligence (AI); Audio; C; Decision Making; Digital Image; English; French; Indonesian; Inference; Intellectual Property (IP); Internet Protocol (IP); Journalism; Market; Microsoft Access; Microsoft Outlook; Network; News; Newspapers; Platform; Politics; Privacy; Publishing; Report Analysis; Retail; Rule of Law; Russian; Sales; Selection; Social Media; Spanish; Text Editor; Trade; Transportation; Video; iland10398587313766518210
1.47e+19,<b>Machine Learning</b> Will Take Volatility Out of Construction - MarketScale,https://marketscale.com/industries/engineering-and-construction/machine-learning-will-take-volatility-out-of-construction/,2021-09-14 19:10:55+00:00,2021-09-14 19:10:55+00:00,... questions to Ilia Zelenkin of Bitskout about his vision for the future of <b>Machine learning</b> and AI in optimizing the construction processes.,,Architecture; Artificial Intelligence (AI); Automation; Collaboration; Construction; Dash; Design; Engineering; Entertainment; Healthcare; Hospitality; Internet of Things (IoT); Machine Learning; Management; Platform; Retail; Scheduling; Social Media; Sports; Transportation; iOS
7.44e+18,DOE invests $13.7 million for research in data reduction for science - Fermilab news,https://news.fnal.gov/2021/09/doe-invests-13-7-million-for-research-in-data-reduction-for-science/,2021-09-14 19:31:15+00:00,2021-09-14 19:31:15+00:00,"... including techniques using advanced <b>machine learning</b>, large-scale statistical calculations, and novel hardware accelerators.",,Applied Mathematics; Array; Big Data; Calendar; Closing; Computer Science; Cookies; Editor; Encoding; Facebook; Hardware Acceleration; Information Threat; Innovation; Instagram; LinkedIn; Links; Machine Learning; Microsoft Access; News; Newsletters; Outreach; Physics; Privacy; Processing; R; Recreation; Research; Scientific Computing; Security; Social Media; Streaming; Transportation; Twitter; Video; Writing; Youtube
3.69e+18,Starting Your AI Security Journey With Deep Learning,https://securityintelligence.com/articles/starting-ai-security-journey-deep-learning/,2021-09-14 19:38:05+00:00,2021-09-14 19:38:05+00:00,You&#39;ve probably heard how using <b>artificial intelligence</b> (AI) can improve your cybersecurity — and how threat actors are using AI to launch attacks&nbsp;...,,Accuracy; Algorithm; Analysis; Analytical; Application Security; Artificial Intelligence (AI); Banking; Complexity; Computing; Content Marketing; Cookies; Cybersecurity; Deep Learning; Finance; Healthcare; Human Resource (HR); HyperText Markup Language (HTML); IP Address; Image; Intellectual Property (IP); Internet Protocol (IP); LeSS; Logic; Machine Learning; Microsoft Access; Mobile Security; Network; News; Privacy; Processing; Quantum Cryptography; Ransomware; Research; Retail; Risk Management; Searching; Training; Utility
9.24e+18,Starting Your AI Security Journey With Deep Learning,https://securityintelligence.com/articles/starting-ai-security-journey-deep-learning/,2021-09-14 19:38:05+00:00,2021-09-14 19:38:05+00:00,"And yes, <b>machine learning</b> is a type of artificial intelligence. The goal of AI, whether that&#39;s AI security or otherwise, is to mimic the human brain.",,Accuracy; Algorithm; Analysis; Analytical; Application Security; Artificial Intelligence (AI); Banking; Complexity; Computing; Content Marketing; Cookies; Cybersecurity; Deep Learning; Finance; Healthcare; Human Resource (HR); HyperText Markup Language (HTML); IP Address; Image; Intellectual Property (IP); Internet Protocol (IP); LeSS; Logic; Machine Learning; Microsoft Access; Mobile Security; Network; News; Privacy; Processing; Quantum Cryptography; Ransomware; Research; Retail; Risk Management; Searching; Training; Utility
1.39e+19,Ready to Launch: Weill Cornell Has an Ambitious New Plan to Change Medicine ...,https://news.weill.cornell.edu/news/2021/09/ready-to-launch-weill-cornell-has-an-ambitious-new-plan-to-change-medicine-0,2021-09-14 19:40:10+00:00,2021-09-14 19:40:10+00:00,"This effort will require the expertise of physician-scientists at the Meyer Cancer Center and others in computational biology, <b>data science</b>, genomics&nbsp;...",,Anesthesiology; Art History; Artificial Intelligence (AI); Banking; Biomedicine; Box; Cardiology; Collaboration; Computational Biology; Computational Economics; Computing; Construction Law; Creativity; Data Science Tool; Division; Electronics; Equity; Facebook; Gastroenterology; Genomics; Golang; Gynecology; Health Science; Healthcare; Image; Immunology; Information Threat; Innovation; Instagram; Investment; Leadership; LinkedIn; Machine Learning; Mapping; Medicine; Microbiology; Microsoft Access; News; Outreach; Pathology; Patient Care; Pediatrics; Pharmacology; Photography; Physiology; Population; Privacy; Radiology; Recruiting; Research; Sequence; Social Media; Socioeconomics; Sports; Spring; Teamwork; Therapy; Training; Transformer; Translation; Transportation; Twitter; Video; Youtube
1.34e+19,"Love &amp; data: Stephanie Dinkins&#39; new UM exhibition explores bias, inequality within AI systems",https://news.umich.edu/love-data-stephanie-dinkins-new-u-m-exhibition-explores-bias-inequality-within-ai-systems/,2021-09-14 19:41:15+00:00,2021-09-14 19:41:15+00:00,"“My intention is to encourage action towards making <b>artificial intelligence</b> systems more inclusive, accessible and transparent,” said Dinkins,&nbsp;...",,Algorithm; Artificial Intelligence (AI); Arts; Civics; Communication; Design; Division; Entertainment; Facebook; Free Hand; Health Law; Image; LinkedIn; Machine Learning; Medicine; Microsoft Access; News; Photography; Political Science; Politics; Rent; Social Media; Twitter; Visual Art; Youtube
1.55e+19,(Expired) Complex Systems Seminar | Designing fair <b>machine learning</b> - Happening @ Michigan,https://events.umich.edu/event/86541,2021-09-14 19:42:32+00:00,2021-09-14 19:42:32+00:00,"The dominant paradigm of &quot;fair <b>machine learning</b>&quot; proposes tweaking loss minimization or processing observed data to guarantee fairness. However, this&nbsp;...",,Analysis; Arts; Calendar; Complexity; Data Science; Decision Making; Ecology; Email; Equity; Facebook; Github; Inference; LinkedIn; Links; Literature; Machine Learning Algorithm; Modelling; Network; Password; Population; Processing; Research; Sprite; Twitter; Variable; Zoom
6.4e+18,"&#39;AI, <b>machine learning</b> will change the way we live&#39; - The Hindu",https://www.thehindu.com/news/national/andhra-pradesh/ai-machine-learning-will-change-the-way-we-live/article36464676.ece,2021-09-14 19:45:17+00:00,2021-09-14 19:45:17+00:00,"Artificial Intelligence (AI) and <b>Machine Learning</b> (ML) will change the way we live, and virtual cloud-enabled seamless data connectivity would&nbsp;...",,Agriculture; Apache Spark; Artificial Intelligence (AI); Assembly; Banking; Bengali; Budget; C; Cloud Technology; Dance; Delphi; Editor; Email; Entertainment; Facebook; Finance; Golang; Gujarati; History; Image; Internet; LeSS; Machine Learning; Market; Music; Natural Language Processing (NLP); News; Newsletters; Play; Privacy; Publishing; Rally; Real Estate; Research; Robot; Russian; Sales; Shortage; Sports; Streaming; Tamil; Testing; Theatre; Trade; Translation; Twitter; Video; Zoom
2.23e+18,"ECE grad student&#39;s in-flight training tool, Aura, selected as finalist in national invention competition","https://www.purdue.edu/newsroom/releases/2021/Q3/ece-grad-students-in-flight-training-tool,-aura,-selected-as-finalist-in-national-invention-competition.html",2021-09-14 19:48:51+00:00,2021-09-14 19:48:51+00:00,"... analyzes instrument displays using a pipeline of computer vision and <b>machine learning</b> techniques, then identifies the maneuver being performed&nbsp;...",,Artificial Intelligence (AI); Aviation; Business Model; Communication; Competition; Computer Engineering; Computer Vision; Design; Division; Electronics; Entrepreneurship; Ethics; Human Resource (HR); Image; Information Technology (IT); Innovation; Life Science; Links; Machine Learning; Media; Microsoft Access; Microsoft Outlook; News; Research; Saving; Security; Training
1.16e+19,"SLU, Harris-Stowe double-down on geospatial industry with new programs, efforts to bolster NGA",https://www.stltoday.com/business/local/slu-harris-stowe-double-down-on-geospatial-industry-with-new-programs-efforts-to-bolster-nga/article_b6d97e97-8df0-5999-aee2-90da4beb196f.html,2021-09-14 20:26:15+00:00,2021-09-14 20:26:15+00:00,"Louis University has created new academic programs to recruit and train the next generation of geospatial and <b>data science</b> experts, and Harris-Stowe&nbsp;...",,Calendar; Civics; Construction; Content Management System (CMS); Cooking; Customer Service; Dashboard; Data Science; Economics; Email; Entertainment; Events Services; Facebook; Image; Innovation; Instagram; Investment; Law; LinkedIn; Mapping; Microsoft Access; Music; News; Newsletters; Newspapers; Politics; Population; Privacy; Private Equity; Property; Real Estate; Saving; Sports; Spring; Television; Twitter; Video; Youtube; eCommerce
2.76e+18,De Wandel and Mathews: <b>Artificial intelligence</b> held artificial promise to yield health care ...,https://www.stltoday.com/opinion/columnists/de-wandel-and-mathews-artificial-intelligence-held-artificial-promise-to-yield-health-care-equality/article_257e24fa-9074-5739-b74d-62523f311528.html,2021-09-14 20:41:49+00:00,2021-09-14 20:41:49+00:00,"Briefly put, <b>artificial intelligence</b> can process huge amounts of personal information including visual images. AI then learns from that information&nbsp;...",,Algorithm; Artificial Intelligence (AI); Business Ethics; Calendar; Civics; Content Management System (CMS); Cooking; Customer Service; Dashboard; Decision Making; Division; Economics; Email; Engineering; Entertainment; Events Services; Facebook; Golang; Gynecology; Image; Innovation; Instagram; Investment; Law; LeSS; LinkedIn; Machine Learning; Medicine; Music; News; Newsletters; Newspapers; Objective-C; Patient Care; Politics; Population; Privacy; Programming; Rally; Research; Robotics; Shiny; Sports; Television; Testing; Twitter; Video; Youtube
8.64e+18,Master mathematics with this nine-course training package on sale for only $30 | TheHill,https://thehill.com/shopping/572230-master-mathematics-with-this-nine-course-training-package-on-sale-for-only-30,2021-09-14 20:42:35+00:00,2021-09-14 20:42:35+00:00,"Mathematics for <b>data science</b> is also covered, and that is a booming industry these days. This course is packed with practical, hands-on examples.",,Administration; Array; Blogging; Competition; Cybersecurity; Data Science; Email; Facebook; Finance; Healthcare; Hypothesis Testing; Inferential Statistics; Innovation; LinkedIn; Links; Mathematics; Measure of Variability; Media; Microsoft Access; News; Newsletters; Politics; Privacy; Probability; Python; Rally; Security; Sustainability; Training; Transportation; Twitter; Video; eCommerce
1.04e+19,Is the new federal AI Advisory Committee too late to the game? - National Law Review,https://www.natlawreview.com/article/new-federal-ai-advisory-committee-too-late-to-game,2021-09-14 20:46:19+00:00,2021-09-14 20:46:19+00:00,The Department of Commerce issued a press release about the creation of the National <b>Artificial Intelligence</b> Advisory Committee (NAIAC) which&nbsp;...,,Accuracy; Administration; Advertising; Analysis; Application Security; Artificial Intelligence (AI); Automotive; Banking; Blogging; Box; Budget; C; Communication; Competition; Construction; Creatio; Cybersecurity; Data Security; Database; Economics; Electronics; Email; Equity; Ethics; History; Inflation; Information Technology (IT); Insurance; Intellectual Property (IP); Intellectual Property Law; Internet; Law Practice; Lead Generation; Leadership; Lexis; Links; Marketing; Media; Microsoft Access; Negotiation; News; Play; Privacy; Public Relations (PR); Publishing; R; Real Estate; Reinforcement Learning; Research; Ruby on Rails; Sales; Scheduling; Securities; Selection; Sentry; Spring; Sustainability; Swift; Telemarketing; Testing; Trade; Transportation; Trust Law; Video; Writing; eCommerce
3.39e+18,AI hardware and software: The key to eBay&#39;s marketplace - SearchEnterpriseAI,https://searchenterpriseai.techtarget.com/news/252506702/AI-hardware-and-software-The-key-to-eBays-marketplace,2021-09-14 21:11:15+00:00,2021-09-14 21:11:15+00:00,"... the AI Hardware Summit 2021 in a virtual keynote given by Selcuk Kopru, eBay&#39;s head of <b>machine learning</b> (ML) and natural language processing.",,Accuracy; Algorithm; Apache Spark; Array; Artificial Intelligence (AI); Business Analysis; Business Analytics; C; Cloud Service; Collaboration; Complexity; Cookies; Dashboard; Data Management; Data Streaming; Database; Decision Making; Deep Learning; Editor; Enterprise Resource Planning (ERP); Ethics; Financial Services; Graphics Processing Unit (GPU); Hardware; Image; Keynote; Korean; Law; Machine Learning; Media; Microsoft; Microsoft Access; Natural Language Processing (NLP); Network; News; Oracle; Platform; Presentation; Privacy; Python; Retail; Sales; Security; Structured Query Language (SQL); Supervised Learning; Training; Transformer; Unsupervised Learning; Variable; Video; eCommerce; jQuery; k-Nearest Neighbour (kNN)
1.63e+19,Syneos Health Acquires StudyKIK | Your Money | kulr8.com,https://www.kulr8.com/news/money/syneos-health-acquires-studykik/article_0d41e8b5-ba87-559f-9015-1199cdb7f1a9.html,2021-09-14 21:33:45+00:00,2021-09-14 21:33:45+00:00,... capabilities to improve the patient journey while optimizing <b>data science</b> and behavioral insights to support commercialization for products.,,Assembly; C; Calendar; Construction; Content Management System (CMS); Contract Research Organization (CRO); Dashboard; Data Science; Email; Facebook; Health Science; Innovation; Instagram; Investment; Market; Marketing; Microsoft Access; Mining; Network; News; Newsletters; Nursing; Platform; Population; Privacy; Processing; Product Development; Protocol; Public Health; React; Reinforcement Learning; Sales; Selection; Social Media; Sports; Table; Twitter; Video; Youtube
5.65e+16,Hayden AI Welcomes Bryan Shea as Vice President of Data Security and Privacy - PR Newswire,https://www.prnewswire.com/news-releases/hayden-ai-welcomes-bryan-shea-as-vice-president-of-data-security-and-privacy-301376942.html,2021-09-14 22:07:30+00:00,2021-09-14 22:07:30+00:00,"Led by a team of experts in machine learning, <b>data science</b>, transportation, and government technology, we&#39;ve developed the world&#39;s first&nbsp;...",,Accounting; Advertising; Aerospace; Agriculture; Airlines; Analysis; Artificial Intelligence (AI); Automotive; Aviation; Banking; Biotechnology; Blockchain; Blogging; Bond; Casino; Chemical; Cloud Computing; Communication; Computer Hardware; Construction; Cookies; Cryptocurrency; Cybersecurity; Data Analytics; Data Privacy; Data Science; Data Security; Dentistry; Economics; Electronic Design Automation; Electronics; Engineering; English; Entertainment; Equity; Financial Services; Gambling; German; Human Resource (HR); Information Security; Innovation; Insurance; Internet Protocol (IP); Internet of Things (IoT); Investment; Italian; Law; LeSS; Leadership; Links; Logistics; Machine Learning; Machinery; Management; Manufacturing; Medicine; Metals; Mining; Motion Pictures; Music; Nanotechnology; Network; News; Nice; Oil and Gas; Outsourcing; Peripheral; Pharmaceutics; Platform; Public Relations (PR); Publishing; Radio; Real Estate; Research; Retail; Russian; Sales; Searching; Semiconductors; Social Media; Sorting; Sports; Telecommunication; Television; Textiles; Trade; Transportation; VOIP; Venture Capiral; Venture Capital (VC); Video; eCommerce
1.66e+18,"Elon is Right, AI is Hard: Five Pitfalls to Avoid in Artificial Intelligence | eWEEK",https://www.eweek.com/big-data-and-analytics/elon-is-right-ai-is-hard-five-pitfalls-to-avoid-in-artificial-intelligence/,2021-09-14 22:46:55+00:00,2021-09-14 22:46:55+00:00,<b>Machine Learning</b> development lifecycle (MLLC) takes much more time because of additional factors including translating AI algorithms to compatible&nbsp;...,,Algorithm; Analytical; Android; Artificial Intelligence (AI); Automation; Azure Machine Learning; Big Data; Business Development; Complexity; Continuous Delivery (CD); Continuous Integration (CI); Cybersecurity; Data Security; Database; DevOps; Editor; Email; Engineering; Facebook; Hardware; Information Technology (IT); Innovation; Lean Software Development; LinkedIn; MLOps; Management; Microsoft Excel; Mobile Application Development; Modelling; Networking; News; Password; Privacy; Processor; Programming Language; Property; Rally; Research; Software Development Life Cycle (SDLC); Software Tool; Testing; Translation; Twitter; User Experience (UX); Virtualization; Web Application Development; Youtube
9.15e+18,"Elon is Right, AI is Hard: Five Pitfalls to Avoid in <b>Artificial Intelligence</b> | eWEEK",https://www.eweek.com/big-data-and-analytics/elon-is-right-ai-is-hard-five-pitfalls-to-avoid-in-artificial-intelligence/,2021-09-14 22:46:55+00:00,2021-09-14 22:46:55+00:00,"Elon is Right, AI is Hard: Five Pitfalls to Avoid in <b>Artificial Intelligence</b>. To succeed with the complexity of an AI deployment, organizations must&nbsp;...",,Algorithm; Analytical; Android; Artificial Intelligence (AI); Automation; Azure Machine Learning; Big Data; Business Development; Complexity; Continuous Delivery (CD); Continuous Integration (CI); Cybersecurity; Data Security; Database; DevOps; Editor; Email; Engineering; Facebook; Hardware; Information Technology (IT); Innovation; Lean Software Development; LinkedIn; MLOps; Management; Microsoft Excel; Mobile Application Development; Modelling; Networking; News; Password; Privacy; Processor; Programming Language; Property; Rally; Research; Software Development Life Cycle (SDLC); Software Tool; Testing; Translation; Twitter; User Experience (UX); Virtualization; Web Application Development; Youtube
1.63e+18,Museum Of Wild And Newfangled Art&#39;s Opening Exhibition Curated By <b>Artificial Intelligence</b>,https://www.broadwayworld.com/article/Museum-Of-Wild-And-Newfangled-Arts-Opening-Exhibition-Curated-By-Artificial-Intelligence-20210914,2021-09-14 23:33:53+00:00,2021-09-14 23:33:53+00:00,The <b>Artificial Intelligence</b> curated exhibition opens with a talk on the development of the AI model followed by a Q&amp;A with the AI Team.,,Analytical; Artificial Intelligence (AI); Arts; Blogging; Calendar; Casting; Closing; Dance; Digital Media; Equity; Facebook; Golang; Image; Instagram; Medium; Music; Networking; Neural Network; News; Newsletters; Opera; Photography; Platform; Privacy; Research; Spring; Streaming; Theatre; Twitter; Video; iland
1.41e+19,<b>Machine learning</b> model enables shippers to navigate volatile airfreight market | Air Cargo World,https://aircargoworld.com/news/machine-learning-model-enables-shippers-to-navigate-volatile-airfreight-market/,2021-09-15 00:33:45+00:00,2021-09-15 00:33:45+00:00,"Carriers and freight forwarders are investing in <b>machine learning</b> and AI capabilities, like Bluetooth Low Energy (BLE) technology and automated&nbsp;...",,Big Data Analysis; Big Data Analytics; Email; Facebook; Golang; Investment; LinkedIn; Logistics; Machine Learning; Market; Media; Network; News; Privacy; Retail; Twitter; eCommerce
9.91e+18,New university-industry partnership will help prepare students for careers in STEM – US ...,https://www.blackengineer.com/article/new-university-industry-partnership-will-help-prepare-students-for-careers-in-stem/,2021-09-15 01:30:00+00:00,2021-09-15 01:30:00+00:00,"... computer engineering, <b>data science</b> and engineering, information technology, industrial systems engineering, mechanical engineering, and more.",,Audio; Automotive; Bioengineering; Blogging; C; Chemical Engineering; Civil Engineering; Communication; Computer Engineering; Computer Science; Data Science; Economics; Editor; Email; Facebook; History; IP Address; Information Technology (IT); Innovation; Leadership; Life Science; Manufacturing; Mathematics; Mechanical Engineering; Microsoft Access; Microsoft Outlook; News; Password; Privacy; Radio; Recruiting; Social Media; Systems Engineering
