name,market_value_21,world_rank_21,market_value_20,world_rank_20,country,ceo,website,sector,employee_count,annual_revenue,annual_net_income,stock_exchange,stock_category,description
DIAMOND BUILDING PRODUCTS PUBLIC COMPANY,0.165 Billion USD,16269,0.165 Billion USD,16269,Thailand,,http://www.dbp.co.th/,Industries,,,,Thailand,,
AREEYA PROPERTY PUBLIC COMPANY,0.163 Billion USD,16313,0.163 Billion USD,16313,Thailand,,http://www.areeya.co.th/,Real Estate,,,,Thailand,,
TPC POWER HOLDING PUBLIC COMPANY,0.162 Billion USD,16331,0.162 Billion USD,16331,Thailand,,https://www.tpcpower.co.th/,Utilities; Electric Utilities,,,,Thailand,,
SENA DEVELOPMENT PUBLIC COMPANY,0.160 Billion USD,16373,0.160 Billion USD,16373,Thailand,,http://www.sena.co.th/,Real Estate,,,,Thailand,,
BEAUTY COMMUNITY PUBLIC COMPANY,0.158 Billion USD,16423,0.158 Billion USD,16423,Thailand,,http://www.beautycommunity.co.th/,Consumer Defensive; Retail,,,,Thailand,,Retail sector company related to cosmetics. Headquarters is in Thailand.
SING INVESTMENTS & FINANCE,0.157 Billion USD,16443,0.157 Billion USD,16443,Singapore,,https://www.sif.com.sg/,Financial Services,,,,Singapore,,
LIPPO MALLS INDONESIA RETAIL TRUST,0.154 Billion USD,16503,0.154 Billion USD,16503,Singapore,,,Real Estate,,,,,,
ASIA PLUS GROUP HOLDINGS PUBLIC COMPANY,0.153 Billion USD,16527,0.153 Billion USD,16527,Thailand,,https://www.asiaplusgroup.co.th/,"Financial Services; Stock Markets, Trading, Capital Markets",,,,Thailand,,
LIPPO,0.153 Billion USD,16545,0.153 Billion USD,16545,Indonesia,,http://www.lippokarawaci.co.id/,Consumer Defensive; Food Chains / Distributor,,,,HKeX,,
NAVA NAKORN PUBLIC COMPANY,0.150 Billion USD,16613,0.150 Billion USD,16613,Thailand,,https://www.navanakorn.co.th/en,Industries,,,,Thailand,,
LAGUNA RESORTS & HOTELS PUBLIC COMPANY,0.149 Billion USD,16637,0.149 Billion USD,16637,Thailand,,http://www.lagunaresorts.com/,Consumer Cyclical,,,,Thailand,,
OPTIMA AUTOMOBILE GROUP HOLDINGS,0.149 Billion USD,16652,0.149 Billion USD,16652,Singapore,,http://www.ow.sg/,Consumer Cyclical; Automobile; Automobile Parts,,,,HKeX,,
PREMIER MARKETING PUBLIC COMPANY,0.148 Billion USD,16678,0.148 Billion USD,16678,Thailand,,https://www.premier-marketing.co.th/,Consumer Defensive; Food Chains / Distributor,,,,Thailand,,
STARFLEX PUBLIC COMPANY,0.146 Billion USD,16730,0.146 Billion USD,16730,Thailand,,http://www.starflex.co.th/,Consumer Cyclical; Packaging,,,,Thailand,,
FIRST REAL ESTATE INVESTMENT TRUST,0.144 Billion USD,16781,0.144 Billion USD,16781,Singapore,,,Real Estate,,,,Singapore,,
S 11 GROUP PUBLIC COMPANY,0.144 Billion USD,16787,0.144 Billion USD,16787,Thailand,,http://www.sgroup.co.th/,Industries,,,,Thailand,,
CHUAN HUP HOLDINGS,0.144 Billion USD,16789,0.144 Billion USD,16789,Singapore,,http://www.chuanhup.com.sg/,Real Estate,,,,Singapore,,
REX INTERNATIONAL HOLDING,0.143 Billion USD,16800,0.143 Billion USD,16800,Singapore,,http://rexih.com/,Energy; Oil and Gas,,,,Frankfurt,,
PT LOTTE CHEMICAL TITAN TBK,0.143 Billion USD,16810,0.143 Billion USD,16810,Indonesia,,http://www.lottechem.co.id/,Basic Materials; Chemicals,,,,Jakarta,,
KSH HOLDINGS,0.143 Billion USD,16812,0.143 Billion USD,16812,Singapore,,http://www.kimsengheng.com/,Real Estate,,,,Singapore,,
NOK AIRLINES PUBLIC COMPANY,0.143 Billion USD,16816,0.143 Billion USD,16816,Thailand,,https://www.nokair.com/,Industries; Airlines; Aviation,,,,Thailand,,
PT MADUSARI MURNI INDAH TBK,0.141 Billion USD,16863,0.141 Billion USD,16863,Indonesia,,http://www.molindo.co.id/,Basic Materials,,,,Jakarta,,
MURAMOTO ELECTRON (THAILAND) PUBLIC COMPANY,0.141 Billion USD,16865,0.141 Billion USD,16865,Thailand,,https://www.metco.co.th/,Technology; Electronics; Capital Goods,,,,Thailand,,
AMARIN PRINTING AND PUBLISHING PUBLIC COMPANY,0.140 Billion USD,16881,0.140 Billion USD,16881,Thailand,,http://www.amarin.co.th/,Communication Services; Publishing,,,,Thailand,,
JKN GLOBAL MEDIA PUBLIC COMPANY,0.139 Billion USD,16903,0.139 Billion USD,16903,Thailand,,http://www.jknglobal.com/,Communication Services; Broadcasting,,,,Thailand,,
SRIVICHAIVEJVIVAT PUBLIC COMPANY,0.139 Billion USD,16908,0.139 Billion USD,16908,Thailand,,https://www.vichaivej.com/,Healthcare,,,,Thailand,,
HWA HONG CORPORATION,0.138 Billion USD,16940,0.138 Billion USD,16940,Singapore,,https://www.hwahongcorp.com/,Real Estate,,,,Singapore,,
THAI PLASPAC PUBLIC COMPANY,0.138 Billion USD,16959,0.138 Billion USD,16959,Thailand,,http://www.thaiplaspac.com/,Consumer Cyclical; Packaging,,,,Thailand,,
PT PETROSEA TBK,0.136 Billion USD,17012,0.136 Billion USD,17012,Indonesia,,https://www.petrosea.com/,Basic Materials,,,,Jakarta,,
AI ENERGY PUBLIC COMPANY,0.134 Billion USD,17071,0.134 Billion USD,17071,Thailand,,https://www.aienergy.co.th/en,Energy; Oil and Gas; Oil and Gas,,,,Thailand,,
THAI NIPPON RUBBER INDUSTRY PUBLIC,0.134 Billion USD,17087,0.134 Billion USD,17087,Thailand,,http://www.tnrcondom.com/,Consumer Defensive; Rubber Products; Lubricants,,,,Thailand,,
NAMYONG TERMINAL PUBLIC COMPANY,0.133 Billion USD,17104,0.133 Billion USD,17104,Thailand,,http://www.namyongterminal.com/,Industries; Logistics,,,,Thailand,,
SINGAPORE REINSURANCE CORPORATION,0.133 Billion USD,17116,0.133 Billion USD,17116,Singapore,,https://www.singre.com.sg/,Financial Services; Insurance,,,,Singapore,,
ISDN HOLDINGS,0.133 Billion USD,17123,0.133 Billion USD,17123,Singapore,,http://www.isdnholdings.com/,Industries; Construction,,,,HKeX,,
THITIKORN PUBLIC COMPANY,0.131 Billion USD,17160,0.131 Billion USD,17160,Thailand,,http://www.tk.co.th/,Financial Services,,,,Thailand,,
S PRIME GROWTH LEASEHOLD REAL ESTATE INVESTMENT TRUST,0.131 Billion USD,17161,0.131 Billion USD,17161,Thailand,,,Real Estate,,,,Thailand,,
LANNA RESOURCES PUBLIC COMPANY,0.130 Billion USD,17203,0.130 Billion USD,17203,Thailand,,http://www.lannar.com/,Energy; Coal Mining,,,,Thailand,,
YING LI INTERNATIONAL REAL ESTATE,0.130 Billion USD,17204,0.130 Billion USD,17204,Singapore,,http://www.yingligj.com/,Real Estate,,,,,,
AMANAH LEASING PUBLIC COMPANY,0.130 Billion USD,17208,0.130 Billion USD,17208,Thailand,,http://www.amanah.co.th/,Financial Services,,,,Thailand,,
TRIPLE I LOGISTICS PUBLIC COMPANY,0.129 Billion USD,17216,0.129 Billion USD,17216,Thailand,,https://www.iii-logistics.com/,Industries; Logistics,,,,Thailand,,
LAM SOON (THAILAND) PUBLIC COMPANY,0.129 Billion USD,17228,0.129 Billion USD,17228,Thailand,,http://www.lamsoon.co.th/,Consumer Defensive; Food Products,,,,Thailand,,Produces refined oil. Headquarters is in Thailand.
PT UNGGUL INDAH CAHAYA TBK,0.128 Billion USD,17254,0.128 Billion USD,17254,Indonesia,,http://www.uic.co.id/,Basic Materials,,,,Jakarta,,
CREATIVE TECHNOLOGY LTD,0.128 Billion USD,17267,0.128 Billion USD,17267,Singapore,,http://www.asia.creative.com/,Technology,,,,Frankfurt,,
SRIRACHA CONSTRUCTION PUBLIC COMPANY,0.127 Billion USD,17283,0.127 Billion USD,17283,Thailand,,http://www.sricha.com/,Industries; Construction,,,,Thailand,,
ALT TELECOM PUBLIC COMPANY,0.127 Billion USD,17287,0.127 Billion USD,17287,Thailand,,https://www.alt.co.th/,Technology,,,,Thailand,,
ABERDEEN JAPAN EQUITY FUND,0.127 Billion USD,17292,0.127 Billion USD,17292,Singapore,,,Financial Services; Asset Management,,,,NYSE,,
JUBILEE ENTERPRISE PUBLIC COMPANY,0.125 Billion USD,17339,0.125 Billion USD,17339,Thailand,,http://www.shopping.jubileediamond.co.th/,Consumer Cyclical,,,,Thailand,,
CHALLENGER TECHNOLOGIES,0.125 Billion USD,17351,0.125 Billion USD,17351,Singapore,,http://www.challenger.com.sg/,Technology,,,,Singapore,,
HOTUNG INVESTMENT HOLDINGS,0.123 Billion USD,17396,0.123 Billion USD,17396,Singapore,,http://www.hihl.com.sg/,Financial Services,,,,Singapore,,
AMATA SUMMIT GROWTH FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST,0.122 Billion USD,17436,0.122 Billion USD,17436,Thailand,,,Real Estate,,,,Thailand,,
T.A.C. CONSUMER PUBLIC COMPANY,0.121 Billion USD,17470,0.121 Billion USD,17470,Thailand,,http://www.tacconsumer.com/,Consumer Defensive; Non-Alcoholic Beverages; Beverages,,,,Thailand,,
APAC REALTY,0.120 Billion USD,17512,0.120 Billion USD,17512,Singapore,,http://www.apacrealty.com.sg/,Real Estate,,,,Singapore,,
DOD BIOTECH PUBLIC COMPANY,0.120 Billion USD,17524,0.120 Billion USD,17524,Thailand,,http://www.dodbiotech.com/,Consumer Defensive; FMCG; Package Foods,,,,Thailand,,
PIPELINE ENGINEERING HOLDING,0.119 Billion USD,17537,0.119 Billion USD,17537,Singapore,,,Industries; Engineering Products; Engineering Services,,,,HKeX,,
PROPERTY PERFECT PUBLIC COMPANY,0.117 Billion USD,17606,0.117 Billion USD,17606,Thailand,,http://www.pf.co.th/,Real Estate,,,,Thailand,,
KARMARTS PUBLIC COMPANY,0.116 Billion USD,17622,0.116 Billion USD,17622,Thailand,,https://www.karmarts.co.th/,Consumer Defensive; Cosmetics; Beauty and Personal Care,,,,Thailand,,
THAI METAL DRUM MANUFACTURING PUBLIC COMPANY,0.116 Billion USD,17625,0.116 Billion USD,17625,Thailand,,http://www.thaimetaldrum.com/,Consumer Cyclical; Packaging,,,,Thailand,,
TIPCO FOODS PUBLIC COMPANY,0.115 Billion USD,17659,0.115 Billion USD,17659,Thailand,,http://www.tipco.net/,Consumer Defensive; Non-Alcoholic Beverages; Beverages,,,,Thailand,,
SNC FORMER PUBLIC COMPANY,0.115 Billion USD,17676,0.115 Billion USD,17676,Thailand,,http://www.sncformer.com/,Technology; Electronics; Capital Goods,,,,Thailand,,
M.K. REAL ESTATE DEVELOPMENT PUBLIC COMPANY,0.114 Billion USD,17694,0.114 Billion USD,17694,Thailand,,http://www.mk.co.th/,Real Estate,,,,Thailand,,
ASIA PRECISION PUBLIC COMPANY,0.114 Billion USD,17707,0.114 Billion USD,17707,Thailand,,http://www.asiaprecision.com/,Industries; Metal Fabrication Products,,,,Thailand,,
LADPRAO GENERAL HOSPITAL PUBLIC COMPANY,0.111 Billion USD,17779,0.111 Billion USD,17779,Thailand,,http://www.ladpraohospital.com/,Healthcare,,,,Thailand,,
SAHACOGEN (CHONBURI) PUBLIC COMPANY,0.111 Billion USD,17785,0.111 Billion USD,17785,Thailand,,http://www.sahacogen.com/,Utilities; Electric Utilities,,,,Thailand,,
SING HOLDINGS,0.111 Billion USD,17790,0.111 Billion USD,17790,Singapore,,http://www.singholdings.com/,Real Estate,,,,Singapore,,
ZEN CORPORATION GROUP PUBLIC COMPANY,0.109 Billion USD,17846,0.109 Billion USD,17846,Thailand,,https://www.zengroup.co.th/,Consumer Cyclical; Restaurants,,,,Thailand,,
ADVANCED INFORMATION TECHNOLOGY PUBLIC COMPANY,0.109 Billion USD,17847,0.109 Billion USD,17847,Thailand,,http://www.ait.co.th/,Technology; Software and IT,,,,Thailand,,
HWA FONG RUBBER (THAILAND) PUBLIC COMPANY,0.108 Billion USD,17884,0.108 Billion USD,17884,Thailand,,http://www.duro.co.th/,Consumer Cyclical; Automobile; Automobile Parts,,,,Thailand,,
SEAFCO PUBLIC COMPANY,0.108 Billion USD,17901,0.108 Billion USD,17901,Thailand,,https://www.seafco.co.th/,Industries; Construction,,,,Thailand,,
PT TRIDOMAIN PERFORMANCE MATERIALS TBK,0.107 Billion USD,17919,0.107 Billion USD,17919,Indonesia,,http://www.tridomainmaterial.com/,Basic Materials; Chemicals,,,,Jakarta,,
PT TOBA PULP LESTARI TBK,0.106 Billion USD,17958,0.106 Billion USD,17958,Indonesia,,https://www.tobapulp.com/en/,Basic Materials; Paper and Pulp,,,,Jakarta,,
WICE LOGISTICS PUBLIC COMPANY,0.106 Billion USD,17980,0.106 Billion USD,17980,Thailand,,http://www.wice.co.th/,Industries; Logistics,,,,Thailand,,
SAMART TELCOMS PUBLIC COMPANY,0.103 Billion USD,18051,0.103 Billion USD,18051,Thailand,,http://www.samtel.com/,Communication Services,,,,Thailand,,
DUSIT THANI FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST,0.102 Billion USD,18101,0.102 Billion USD,18101,Thailand,,http://www.dtcreit.com/,Real Estate,,,,Thailand,,
SINGAPURA FINANCE,0.102 Billion USD,18109,0.102 Billion USD,18109,Singapore,,https://www.singapurafinance.com.sg/,Financial Services,,,,Singapore,,
MAHACHAI HOSPITAL PUBLIC COMPANY,0.102 Billion USD,18120,0.102 Billion USD,18120,Thailand,,http://www.mahachaihospital.com/,Healthcare,,,,Thailand,,
THAI STEEL CABLE PUBLIC COMPANY,0.101 Billion USD,18141,0.101 Billion USD,18141,Thailand,,http://www.thaisteelcable.com/,Consumer Cyclical; Automobile; Automobile Parts,,,,Thailand,,
RATCHAPHRUEK HOSPITAL PUBLIC COMPANY,0.100 Billion USD,18175,0.100 Billion USD,18175,Thailand,,http://www.rph.co.th/,Healthcare,,,,Thailand,,
TORAY TEXTILES (THAILAND) PUBLIC COMPANY,0.100 Billion USD,18177,0.100 Billion USD,18177,Thailand,,https://www.toray.co.th/en/,Consumer Cyclical; Textile,,,,Thailand,,
TTCL PUBLIC COMPANY,0.099 Billion USD,18205,0.099 Billion USD,18205,Thailand,,https://www.ttcl.com/,Industries; Construction,,,,Thailand,,
MCOT PUBLIC COMPANY,0.099 Billion USD,18212,0.099 Billion USD,18212,Thailand,,http://www.mcot.net/,Communication Services; Broadcasting,,,,Thailand,,
EKACHAI MEDICAL CARE PUBLIC COMPANY,0.099 Billion USD,18215,0.099 Billion USD,18215,Thailand,,https://www.ekachaihospital.com/en/,Healthcare,,,,Thailand,,
MYP,0.099 Billion USD,18216,0.099 Billion USD,18216,Singapore,,http://www.myp.com.sg/,Real Estate,,,,Singapore,,
PT INDONESIA FIBREBOARD INDUSTRY TBK,0.099 Billion USD,18241,0.099 Billion USD,18241,Indonesia,,https://www.pt-ifi.com/,Basic Materials,,,,Jakarta,,
UNITED GLOBAL,0.098 Billion USD,18255,0.098 Billion USD,18255,Singapore,,http://www.unitedgloballimited.com/,Energy; Oil and Gas,,,,Singapore,,
SUSCO PUBLIC COMPANY,0.098 Billion USD,18272,0.098 Billion USD,18272,Thailand,,http://www.susco.co.th/,Energy; Oil and Gas,,,,Thailand,,
NIRVANA DAII PUBLIC COMPANY,0.098 Billion USD,18277,0.098 Billion USD,18277,Thailand,,http://www.daiigroup.com/,Real Estate,,,,Thailand,,
PYLON PUBLIC COMPANY,0.097 Billion USD,18301,0.097 Billion USD,18301,Thailand,,https://www.pylon.co.th/en,Industries; Construction,,,,Thailand,,
INOUE RUBBER (THAILAND) PUBLIC COMPANY,0.096 Billion USD,18333,0.096 Billion USD,18333,Thailand,,http://www.ircthailand.com/,Consumer Cyclical; Automobile; Automobile Parts,,,,Thailand,,
THANTAWAN INDUSTRY PUBLIC COMPANY,0.095 Billion USD,18392,0.095 Billion USD,18392,Thailand,,http://www.thantawan.com/,Consumer Cyclical; Packaging,,,,Thailand,,
ISETAN (SINGAPORE),0.094 Billion USD,18427,0.094 Billion USD,18427,Singapore,,http://www.isetan.com.sg/,Consumer Cyclical,,,,Singapore,,
T.K.S. TECHNOLOGIES PUBLIC COMPANY,0.093 Billion USD,18451,0.093 Billion USD,18451,Thailand,,http://www.tks.co.th/,Industries,,,,Thailand,,
MULTI-CHEM,0.093 Billion USD,18460,0.093 Billion USD,18460,Singapore,,http://www.multichem.com.sg/,Technology,,,,Singapore,,
CROWN SEAL PUBLIC COMPANY,0.092 Billion USD,18494,0.092 Billion USD,18494,Thailand,,http://www.crownseal.co.th/,Consumer Cyclical; Packaging,,,,Thailand,,
COUNTRY GROUP HOLDINGS PUBLIC COMPANY,0.092 Billion USD,18504,0.092 Billion USD,18504,Thailand,,http://www.cgholdings.co.th/en,"Financial Services; Stock Markets, Trading, Capital Markets",,,,Thailand,,
THANAPIRIYA PUBLIC COMPANY,0.091 Billion USD,18531,0.091 Billion USD,18531,Thailand,,http://www.thanapiriya.co.th/,Consumer Defensive; Retail,,,,Thailand,,
INTERLINK TELECOM PUBLIC COMPANY,0.091 Billion USD,18540,0.091 Billion USD,18540,Thailand,,http://www.interlinktelecom.co.th/,Communication Services,,,,Thailand,,
AMA MARINE PUBLIC COMPANY,0.091 Billion USD,18543,0.091 Billion USD,18543,Thailand,,http://www.amamarine.co.th/,Industries; Shipping,,,,Thailand,,
INTERPHARMA PUBLIC COMPANY,0.090 Billion USD,18573,0.090 Billion USD,18573,Thailand,,https://www.interpharma.co.th/en/,Healthcare; Biotechnology,,,,Thailand,,
CHAROONG THAI WIRE & CABLE PUBLIC COMPANY,0.090 Billion USD,18584,0.090 Billion USD,18584,Thailand,,http://www.ctw.co.th/,Industries,,,,Thailand,,
M PICTURES ENTERTAINMENT PUBLIC COMPANY,0.090 Billion USD,18597,0.090 Billion USD,18597,Thailand,,https://investor.mpictures.co.th/,Communication Services; Entertainment,,,,Thailand,,
RAIMON LAND PUBLIC COMPANY,0.090 Billion USD,18598,0.090 Billion USD,18598,Thailand,,http://www.raimonland.com/,Real Estate,,,,Thailand,,
BROOKER GROUP PUBLIC COMPANY,0.089 Billion USD,18615,0.089 Billion USD,18615,Thailand,,http://www.brookergroup.com/,Financial Services,,,,Thailand,,
JCK INTERNATIONAL PUBLIC COMPANY,0.089 Billion USD,18642,0.089 Billion USD,18642,Thailand,,https://www.jck.international/en/,Real Estate,,,,Thailand,,
THAI SUGAR TERMINAL PUBLIC COMPANY,0.086 Billion USD,18733,0.086 Billion USD,18733,Thailand,,http://www.tstegroup.com/,Consumer Defensive; Sugar,,,,Thailand,,
ANAN INTERNATIONAL,0.086 Billion USD,18741,0.086 Billion USD,18741,Singapore,,http://www.ananinternational.com/,Energy; Oil and Gas,,,,Singapore,,
BJC HEAVY INDUSTRIES PUBLIC COMPANY,0.086 Billion USD,18747,0.086 Billion USD,18747,Thailand,,http://www.bjc1994.com/,Industries; Construction,,,,Thailand,,
MAJOR CINEPLEX LIFESTYLE LEASEHOLD PROPERTY FUND,0.086 Billion USD,18758,0.086 Billion USD,18758,Thailand,,,Real Estate; Retail,,,,Thailand,,
TBSP PUBLIC COMPANY,0.085 Billion USD,18778,0.085 Billion USD,18778,Thailand,,https://www.tbsp.co.th/,Industries,,,,Thailand,,
SHINVEST HOLDING,0.084 Billion USD,18819,0.084 Billion USD,18819,Singapore,,https://www.shinvest.com.sg/,Industries,,,,Singapore,,
SINGAPORE EDEVELOPMENT,0.083 Billion USD,18858,0.083 Billion USD,18858,Singapore,,,Real Estate,,,,Singapore,,
PT ATLAS RESOURCES TBK,0.083 Billion USD,18866,0.083 Billion USD,18866,Indonesia,,http://www.atlas-coal.co.id/,Energy; Coal Mining,,,,,,
PRE-BUILT PUBLIC COMPANY,0.083 Billion USD,18873,0.083 Billion USD,18873,Thailand,,https://www.prebuilt.co.th/,Industries; Construction,,,,Thailand,,
BURIRAM SUGAR PUBLIC COMPANY,0.083 Billion USD,18891,0.083 Billion USD,18891,Thailand,,http://www.buriramsugar.com/en,Consumer Defensive; Sugar; Chocolate & Confectionery,,,,Thailand,,
PEC,0.082 Billion USD,18923,0.082 Billion USD,18923,Singapore,,http://www.peceng.com/,Energy; Oil and Gas,,,,Singapore,,
DEMCO PUBLIC COMPANY,0.080 Billion USD,19002,0.080 Billion USD,19002,Thailand,,https://www.demco.co.th/en,Industries; Construction,,,,Thailand,,
PT STEEL PIPE INDUSTRY OF INDONESIA TBK,0.080 Billion USD,19009,0.080 Billion USD,19009,Indonesia,,http://www.spindo.com/,Basic Materials; Iron and Steel; Metals,,,,Jakarta,,
ASIASOFT CORPORATION PUBLIC COMPANY,0.080 Billion USD,19045,0.080 Billion USD,19045,Thailand,,http://as-th.listedcompany.com/,Communication Services; Gaming,,,,Thailand,,
INTERLINK COMMUNICATION PUBLIC COMPANY,0.079 Billion USD,19056,0.079 Billion USD,19056,Thailand,,,Technology,,,,Thailand,,
MUDMAN PUBLIC COMPANY,0.079 Billion USD,19065,0.079 Billion USD,19065,Thailand,,,Consumer Cyclical; Restaurants,,,,Thailand,,
ITALIAN-THAI DEVELOPMENT PUBLIC COMPANY,0.079 Billion USD,19096,0.079 Billion USD,19096,Thailand,,,Industries; Construction,,,,Thailand,,
SYNTEC CONSTRUCTION PUBLIC COMPANY,0.078 Billion USD,19116,0.078 Billion USD,19116,Thailand,,,Industries; Construction,,,,Thailand,,
GRINDROD SHIPPING HOLDINGS,0.078 Billion USD,19127,0.078 Billion USD,19127,Singapore,,http://www.grinshipping.com/,Industries; Shipping,,,,Nasdaq,Singapore ADRs,
ROYAL CERAMIC INDUSTRY PUBLIC COMPANY,0.077 Billion USD,19179,0.077 Billion USD,19179,Thailand,,,Industries,,,,Thailand,,
HAI LECK HOLDINGS,0.076 Billion USD,19201,0.076 Billion USD,19201,Singapore,,,Energy,,,,Singapore,,
ASIAN PHYTOCEUTICALS PUBLIC COMPANY,0.076 Billion USD,19203,0.076 Billion USD,19203,Thailand,,,Consumer Defensive,,,,Thailand,,
MODERNFORM GROUP PUBLIC COMPANY,0.075 Billion USD,19276,0.075 Billion USD,19276,Thailand,,,Consumer Cyclical,,,,Thailand,,
KRUNGTHAI CAR RENT AND LEASE PUBLIC COMPANY,0.075 Billion USD,19293,0.075 Billion USD,19293,Thailand,,,Industries,,,,Thailand,,
NUSASIRI PUBLIC COMPANY,0.074 Billion USD,19311,0.074 Billion USD,19311,Thailand,,,Real Estate,,,,Thailand,,
ZACD GROUP,0.074 Billion USD,19316,0.074 Billion USD,19316,Singapore,,,Financial Services; Asset Management; Asset Management,,,,HKeX,,
PRINSIRI PUBLIC COMPANY,0.074 Billion USD,19328,0.074 Billion USD,19328,Thailand,,,Real Estate,,,,Thailand,,
LOXLEY PUBLIC COMPANY,0.074 Billion USD,19329,0.074 Billion USD,19329,Thailand,,,Industries,,,,Thailand,,
SRI PANWA HOSPITALITY REAL ESTATE INVESTMENT TRUST,0.074 Billion USD,19333,0.074 Billion USD,19333,Thailand,,,Real Estate,,,,Thailand,,
METRO SYSTEMS CORPORATION PUBLIC COMPANY,0.074 Billion USD,19336,0.074 Billion USD,19336,Thailand,,,Technology,,,,Thailand,,
WP ENERGY PUBLIC COMPANY,0.074 Billion USD,19338,0.074 Billion USD,19338,Thailand,,,Utilities; Gas Utilities,,,,Thailand,,
THAI RUNG UNION CAR PUBLIC COMPANY,0.074 Billion USD,19343,0.074 Billion USD,19343,Thailand,,,Consumer Cyclical; Automobile; Automobile Parts,,,,Thailand,,
TECHNOVATOR INTERNATIONAL,0.074 Billion USD,19344,0.074 Billion USD,19344,Singapore,,,Technology; Electronics; Capital Goods,,,,HKeX,,
STP&I PUBLIC COMPANY,0.074 Billion USD,19345,0.074 Billion USD,19345,Thailand,,,Industries; Metal Fabrication Products,,,,Thailand,,
STARS MICROELECTRONICS (THAILAND) PUBLIC COMPANY,0.073 Billion USD,19359,0.073 Billion USD,19359,Thailand,,,Technology; Electronics; Semi Conductors,,,,,,
FORTUNE PARTS INDUSTRY PUBLIC COMPANY,0.073 Billion USD,19380,0.073 Billion USD,19380,Thailand,,,Consumer Cyclical; Automobile; Automobile Parts,,,,Thailand,,
INTERNET THAILAND PUBLIC COMPANY,0.071 Billion USD,19431,0.071 Billion USD,19431,Thailand,,,Technology; Software and IT,,,,Thailand,,
AIKCHOL HOSPITAL PUBLIC COMPANY,0.071 Billion USD,19447,0.071 Billion USD,19447,Thailand,,,Healthcare,,,,Thailand,,
UNITED POWER OF ASIA PUBLIC COMPANY,0.071 Billion USD,19457,0.071 Billion USD,19457,Thailand,,,Utilities,,,,Thailand,,
BANGKOK RANCH PUBLIC COMPANY,0.071 Billion USD,19466,0.071 Billion USD,19466,Thailand,,,Consumer Defensive,,,,Thailand,,
HEETON HOLDINGS,0.071 Billion USD,19467,0.071 Billion USD,19467,Singapore,,,Real Estate,,,,Singapore,,
MFEC PUBLIC COMPANY,0.071 Billion USD,19473,0.071 Billion USD,19473,Thailand,,,Technology; Software and IT,,,,Thailand,,
LEE FEED MILL PUBLIC COMPANY,0.071 Billion USD,19476,0.071 Billion USD,19476,Thailand,,,Consumer Defensive; FMCG; Package Foods,,,,Thailand,,
INTERHIDES PUBLIC COMPANY,0.070 Billion USD,19481,0.070 Billion USD,19481,Thailand,,,Consumer Cyclical; Automobile; Automobile Parts,,,,Thailand,,
SAHAMIT MACHINERY PUBLIC COMPANY,0.070 Billion USD,19485,0.070 Billion USD,19485,Thailand,,,Industries; Industry Machinery,,,,Thailand,,
MERMAID MARITIME PUBLIC COMPANY,0.070 Billion USD,19488,0.070 Billion USD,19488,Thailand,,,Energy; Oil and Gas,,,,Frankfurt,,
PT BALI BINTANG SEJAHTERA TBK,0.070 Billion USD,19489,0.070 Billion USD,19489,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
EASTERN STAR REAL ESTATE PUBLIC COMPANY,0.070 Billion USD,19510,0.070 Billion USD,19510,Thailand,,,Real Estate,,,,Thailand,,
TPBI PUBLIC COMPANY,0.070 Billion USD,19517,0.070 Billion USD,19517,Thailand,,,Consumer Cyclical; Packaging,,,,Thailand,,
SLB DEVELOPMENT,0.070 Billion USD,19521,0.070 Billion USD,19521,Singapore,,,Real Estate,,,,Singapore,,
PT VOKSEL ELECTRIC TBK,0.070 Billion USD,19527,0.070 Billion USD,19527,Indonesia,,,Industries,,,,Jakarta,,
PT INDONESIA KENDARAAN TERMINAL TBK,0.069 Billion USD,19564,0.069 Billion USD,19564,Indonesia,,,Industries; Logistics,,,,Jakarta,,
PT CENTRAL OMEGA RESOURCES TBK,0.069 Billion USD,19568,0.069 Billion USD,19568,Indonesia,,,Basic Materials,,,,Jakarta,,
SCAN INTER PUBLIC COMPANY,0.068 Billion USD,19603,0.068 Billion USD,19603,Thailand,,,Utilities; Gas Utilities,,,,Thailand,,
QUALITY HOUSES HOTEL AND RESIDENCE FREEHOLD AND LEASEHOLD PROPERTY FUND,0.068 Billion USD,19607,0.068 Billion USD,19607,Thailand,,,Real Estate,,,,Thailand,,
PT PEMBANGUNAN JAYA ANCOL TBK,0.068 Billion USD,19611,0.068 Billion USD,19611,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
BANGKOK DEC-CON PUBLIC COMPANY,0.068 Billion USD,19631,0.068 Billion USD,19631,Thailand,,,Consumer Cyclical,,,,Thailand,,
BUAKAEW INCOME FUND,0.068 Billion USD,19638,0.068 Billion USD,19638,Thailand,,,Consumer Cyclical,,,,Thailand,,
PT PELITA SAMUDERA SHIPPING TBK,0.067 Billion USD,19659,0.067 Billion USD,19659,Indonesia,,,Industries; Shipping,,,,Jakarta,,
PT DUTA INTIDAYA TBK,0.067 Billion USD,19684,0.067 Billion USD,19684,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
