id,title,channel,url,published_date,description,relevance,data_skills,skills
S0zFUubITQc,10 Tips To Learn Python Efficiently And Effectively,Krish Naik,https://youtube.com/watch?v=S0zFUubITQc,2021-05-03T13:30:16Z,In this video I will be sharing 10 important tips to Learn Python Efficiently And Effectively. ⭐ Kite is a free AI-powered coding assistant that will help you code ...,34.0,Python,Artificial Intelligence (AI); Coding; Data Science; Documentation; Editor; Facebook; Instagram; Python; Streaming; Telegram; Twitter; Video; Youtube
S2MUhGA3lEw,Spark Full Course | Spark Tutorial For Beginners | Learn Apache Spark | Simplilearn,Simplilearn,https://youtube.com/watch?v=S2MUhGA3lEw,2021-05-18T18:54:13Z,"This Apache Spark full course will help you learn the basics of Big Data, what Apache Spark is, and the architecture of Apache Spark. Then, you will understand ...",7.5,APACHE; SPARK,Android; Apache Ant; Apache Hadoop; Apache Spark; Architecture; Big Data Analysis; Big Data Analytics; Facebook; Graph; Information Technology (IT); Instagram; LinkedIn; Machine Learning; MapReduce; Processing; Programming Language; PySpark; Python; Research; Scala; Scripting; Shell; Spark Streaming; Structured Query Language (SQL); Telegram; Training; Twitter; Ubuntu; Video; Windows; Youtube; iOS
S5fK97s1LIU,Prediction using Supervised ML (Level - Beginner),Mr ASI,https://youtube.com/watch?v=S5fK97s1LIU,2020-12-11T11:27:46Z,Prediction using Supervised ML (Level - Beginner) #Python ## **Linear Regression with Python Scikit Learn** In this section we will see how the Python ...,29.0,Supervised Machine Learning,Apache Spark; Github; Machine Learning; Nonlinear Regression; Python; R; Regression; Scikit-learn; Simple Linear Regression; Variable; Visualization
S7iMlfS9_48,Excel Data-Cleansing: When Data CanNOT be Cleansed,Excel On Fire,https://youtube.com/watch?v=S7iMlfS9_48,2017-12-19T09:25:40Z,This is Crap data at its worst--a dataset that cannot be cleansed. This video is a dose of Excel data-cleansing reality. Someone asked for help cleansing a ...,18.0,Data Cleansing,.NET Framework; Blogging; Data Analysis; Data Cleansing; Dataset; Formatting; Microsoft Excel; Transformer; Verification And Validation; Video; jQuery
SBhpLnPuNlI,R Language For Beginners In Hindi | R Tutorial | Learn R Programming In 2 Hours | Great Learning,Great Learning,https://youtube.com/watch?v=SBhpLnPuNlI,2020-06-02T12:30:19Z,Great Learning offers a range of extensive Data Science courses that enable candidates for diverse work professions in Data Science and other trending ...,11.0,R,Artificial Intelligence (AI); Big Data Analysis; Big Data Analytics; Blogging; Cybersecurity; Data Manipulation; Data Science; Data Structure; Data Visualization; Dataset; Decision Making; Flow Control Statement; Hindi; Machine Learning; Management; Microsoft Access; R; RStudio; Video; Visualization
SNdvrx-GZes,Graph Theory Talk: The Energy of a Graph,The Math Sorcerer,https://youtube.com/watch?v=SNdvrx-GZes,2019-04-09T00:00:01Z,Graph Theory Talk: The Energy of a Graph.,42.0,Graph Theory,Graph Theory
SQO2S-kfFYw,How to build dashboard in Bootstrap tutorial,Duomly,https://youtube.com/watch?v=SQO2S-kfFYw,2020-05-01T07:44:16Z,In today's video you will learn how to build dashboard in bootstrap. Subscribe ...,46.0,Dashboard,Blogging; Bootstrap; CSS Framework; Cascading Style Sheet (CSS); Dashboard; Facebook; Instagram; LinkedIn; Twitter; Video; Youtube; eCommerce
SQfomb2jkMI,BIG DATA- Five Reasons to Learn Hadoop,Phani Kondepudi,https://youtube.com/watch?v=SQfomb2jkMI,2016-01-14T11:45:25Z,Five Reasons to Learn Hadoop.,42.0,Hadoop,Apache Hadoop; Big Data
SRYX-Nzv3U0,Tableau free courses | Free training with free certificate,answersQ,https://youtube.com/watch?v=SRYX-Nzv3U0,2020-06-07T04:28:29Z,Tableau is offering many free courses and training to everyone.Create a tableau account or sign in and start learning for free. No restrictions. Tableau eLearning ...,44.0,Tableau,Data Science; Tableau; Telegram; Training
SSE4M0gcmvE,Introduction To Artificial Intelligence | What Is AI?| Artificial Intelligence Tutorial |Simplilearn,Simplilearn,https://youtube.com/watch?v=SSE4M0gcmvE,2020-05-15T02:30:02Z,"Artificial Intelligence or AI is the future of technology, and it has already become a reality as companies have started building intelligent systems with the help of ...",19.0,Artificial Intelligence (AI),Artificial Intelligence (AI); Artificial Neural Network (ANN); Data Science; Decision Making; Decision Tree; Deep Learning; Design; Facebook; LinkedIn; Logistic Regression; Logistics; Machine Learning Algorithm; Naïve Bayes; Predictive Analytics; Programming Language; Random Forest; Recommendation System; Regression; Shortage; Supervised Learning; Support Vector Machine (SVM); TensorFlow; Training; Twitter; Unsupervised Learning; Video; k-means Clustering
SWFZdPK-sqo,What is NLP [Learn Natural Language Processing] NLP tutorial for beginners | GreyAtom,GreyAtom EduTech,https://youtube.com/watch?v=SWFZdPK-sqo,2020-03-20T06:22:55Z,What is NLP [Learn Natural Language Processing] NLP tutorial for beginners | GreyAtom Visit our website for details about our programs in Data Science ...,21.0,Natural Language Processing (NLP),Artificial Intelligence (AI); Boosting; Business Development; Cardiology; Chatbot; Collaboration; Computer Vision; Data Science; Data Wrangling; Decision Tree; Facebook; Feature Engineering; Instagram; LinkedIn; Logistic Regression; Logistics; Natural Language Processing (NLP); Part-of-speech (POS) Tagging; Point of Sale (POS) Software; Python; Regression; Research and Development (R&D); Semi-supervised Machine Learning; Statistics; Supervised Learning; Supervised Machine Learning; Time Series; Twitter; Unsupervised Learning; Unsupervised Machine Learning; Video; Web Development; Youtube
SWYqp7iY_Tc,Git &amp; GitHub Crash Course For Beginners,Traversy Media,https://youtube.com/watch?v=SWYqp7iY_Tc,2017-02-05T20:03:20Z,"In this Git tutorial we will talk about what exactly Git is and we will look at and work with all of the basic and most important commands such as add, commit, ...",12.0,Github,Git; Github; Video
SWxoJqTqo08,R tutorial - The True Basics of R,DataCamp,https://youtube.com/watch?v=SWxoJqTqo08,2015-12-04T14:44:46Z,In this video you will understand the origins and applications of the R programming language Want to take the interactive coding exercises and earn a certificate ...,25.0,R,Coding; Command-Line Interface; Computing; Dash; Data Science; Data Structure; LeSS; Mapping; Marketing; Microsoft Access; Programming Language; R; Sports; Variable; Video; Visualization
SenRDCwBjdo,Introduction to Online Experimentation and A/B Testing,Data Science Dojo,https://youtube.com/watch?v=SenRDCwBjdo,2017-01-12T00:40:16Z,Interested in our data science & data engineering bootcamp? Check out this full length segment from day three of our bootcamp. In this full length segment we ...,7.0,AB Testing,A/B Testing; Data Engineering; Data Science; Facebook; Instagram; Interpreter; LinkedIn; Microsoft; Training; Twitter; Video
SfAXm0hPUxk,My Career Transformation Story: Alankar Dwivedi | Cloud Architect Program | Simplilearn Reviews,Simplilearn,https://youtube.com/watch?v=SfAXm0hPUxk,2020-03-15T05:30:01Z,Alankar was working as a Team Lead at Ictect in the software development team. He decided to take a mid-career break and quit working. During his career ...,41.0,Cloud Technologies,Amazon EC2; Amazon S3; Amazon Web Service (AWS); Android; Architecture; Cloud Application; Cloud Service; Cloud Technology; Design; DevOps; Facebook; Google Cloud Platform (GCP); IBM Cloud Computing; Information Technology (IT); LinkedIn; Media; Microsoft Access; Microsoft Azure; Security; Software Development; Transformer; Twitter; Video; Youtube; iOS
SgC6AZss478,"A friendly introduction to deep reinforcement learning, Q-networks and policy gradients",Luis Serrano,https://youtube.com/watch?v=SgC6AZss478,2021-05-24T16:07:27Z,"A video about reinforcement learning, Q-networks, and policy gradients, explained in a friendly tone with examples and figures. Introduction to neural networks: ...",21.0,Reinforcement,Decision Process; Neural Network; Reinforcement Learning; Stochastic Process; Training; Video; Youtube
SgUE6ZYEAOc,CE 101: The Basics of AB Testing,Maropost,https://youtube.com/watch?v=SgUE6ZYEAOc,2019-07-25T16:02:33Z,What better way to understand your customers than testing the messages that resonate with them? Learn what components of your email campaigns you should ...,41.0,AB Testing,A/B Testing; Email; QA Testing; Video
ShBTJrdioLo,Top 10 Most Important Excel Formulas - Made Easy!,The Organic Chemistry Tutor,https://youtube.com/watch?v=ShBTJrdioLo,2018-06-08T18:30:00Z,"This video provides a basic introduction into the top 10 most important formulas used in excel. These include the average function, autosum, Sum If, Count, ...",5.0,Excel,.NET Framework; Links; Microsoft Excel; Pivot Table; Video; Youtube
Sh_XAPHYfDI,Computer vision road map,Celado AI,https://youtube.com/watch?v=Sh_XAPHYfDI,2020-11-13T10:51:42Z,"Planning is crucial for a successful project launch. The basis of the plan is strategy, and you will need a tool to help implementing it. This is a roadmap - a ...",46.0,Computer Vision,Computer Vision; Consulting; Dataset
SiqcQM87uF4,Power BI vs Tableau | Which One To Choose? | Power BI Tutorial For Beginners | Edureka,edureka!,https://youtube.com/watch?v=SiqcQM87uF4,2018-02-13T14:37:41Z,"Power BI Training - https://www.edureka.co/tableau-certification-training ) This Edureka ""Power BI vs Tableau"" video compares two of the hottest Data ...",32.5,Tableau; Power BI,Architecture; Business Analysis; Business Analytics; Business Intelligence (BI); Business Intelligence Tool; Dashboard; Data Analytics; Data Management; Data Modelling; Data Preparation; Data Visualization; Database Administration; Facebook; Golang; Gradle; Investigational New Drug (IND); LinkedIn; Microsoft Power BI; Tableau; Technical Support; Training; Twitter; Video; Visualization; jQuery
SnqPyqRh4r4,What Is MongoDB? | What Is MongoDB And How It Works | MongoDB Tutorial For Beginners | Simplilearn,Simplilearn,https://youtube.com/watch?v=SnqPyqRh4r4,2021-03-16T15:30:04Z,"""This video on What is MongoDB will help you get a good understanding of the working and applications of the DBMS. MongoDB is a document-oriented, ...",6.0,MongoDB,Analytical; Android; Big Data; Configuration; Data Modelling; Database; Database Management System; Facebook; Instagram; LinkedIn; MongoDB; NoSQL; Telegram; Training; Twitter; Video; Virtual Machine; Youtube; iOS; jQuery
StG_F4sqk2I,"3. ETL(Extract, Transform, Load)",Dig Data,https://youtube.com/watch?v=StG_F4sqk2I,2020-05-13T08:07:02Z,"In this video, we shall learn about the process of ETL, ie., Extraction, transforming, and loading the data. We shall also learn about some of the terminologies ...",19.0,Extract Transform Load (ETL),Extract Transform Load (ETL); Tableau; Transformer; Video
SxB1_lxlBKQ,5. Talend Data Preparation – Sourcing Data from Salesforce,Talend,https://youtube.com/watch?v=SxB1_lxlBKQ,2020-10-01T20:54:38Z,In this video you'll see how you can quickly and easily you can access data that is stored in Salesforce from Talend Data Preparation.,44.0,Data Preparation,Data Preparation; Microsoft Access; Salesforce; Video
T00KBZfh90Y,Tableau Calculations | Tableau Training For Beginners | Tableau Training | Simplilearn,Simplilearn,https://youtube.com/watch?v=T00KBZfh90Y,2016-02-25T12:34:26Z,This video will help you learn about Calculated Fields in Tableau and how to use them. This session will cover some powerful examples of calculations ...,49.0,Tableau,Android; Big Data Analytics; Business Analysis; Business Intelligence (BI); Business Intelligence Tool; Chart; Collaboration; Data Science; Data Visualization; Database; Dataset; Facebook; Graph; Instagram; LinkedIn; Mathematics; Microsoft Excel; Microsoft Power BI; Python; R; Statistics; Structured Query Language (SQL); Tableau; Telegram; Training; Twitter; Video; Visualization; Youtube; iOS
T2_iAEPijDc,Top 5 Reasons to Use MATLAB for Deep Learning,MATLAB,https://youtube.com/watch?v=T2_iAEPijDc,2019-10-30T12:59:52Z,Learn how MATLAB® can help with any part of the deep learning workflow: from preprocessing through deployment. This video provides a high-level overview ...,23.0,Matlab,Debugging; Deep Learning; Hardware; Image; MATLAB; Simulink; Training; Video
T65SeGBnO-s,R.LUM.R - Learn (altered),RLUMRVEVO,https://youtube.com/watch?v=T65SeGBnO-s,2018-02-23T17:00:42Z,Presave/Preorder 'ALTERIMAGE' - http://prmd.io/alterimage-preordersave/ Follow R.LUM.R https://soundcloud.com/werlumr https://www.facebook.com/werlumr ...,39.0,R,Audio; Dylan; Editor; Facebook; Instagram; R; Twitter
T6o3Ci8Ieag,What Is GitHub? | What Is GitHub And How To Use It? | GitHub Tutorial For Beginners | Simplilearn,Simplilearn,https://youtube.com/watch?v=T6o3Ci8Ieag,2020-03-30T14:30:03Z,Enroll for FREE DevOps Course & Get your Completion Certificate: ...,11.0,Github,.NET Framework; Android; Cloud Computing; Cybersecurity; Data Science; DevOps; Digital Marketing; Facebook; Git; Github; Golang; Leadership; Lean Software Development; LinkedIn; Microsoft Access; Project Management; Software Architecture; Subject Matter Expert (SME); Testing; Training; Twitter; Version Control System; Video; Youtube; iOS
T7AxM7Vqvaw,Introduction to DBMS | Database Management System,Jenny's lectures CS/IT NET&JRF,https://youtube.com/watch?v=T7AxM7Vqvaw,2019-11-19T12:32:02Z,"Database management system tutorial for beginners. Discussed basics terms used in DBMS like what is data, information, database, DBMS, file system, need of ...",4.0,Database Management System (DBMS),Algorithm; Data Structure; Database Management System; Facebook; File System; Instagram; Operating System; Programming; Youtube
TBVss5711QM,Power BI Full Course | Power BI Tutorial For Beginners | Power BI Course | Simplilearn,Simplilearn,https://youtube.com/watch?v=TBVss5711QM,2021-04-06T15:27:01Z,"In this video on the Power BI full course, we'll learn the basics of power bi and understand the different components of Power B, how to use Dax functions to ...",9.0,Power BI,Android; Business Intelligence (BI); Dashboard; Data Modelling; Data Visualization; Dataset; Facebook; Instagram; LinkedIn; Microsoft Access; Microsoft Power BI; Tableau; Telegram; Training; Twitter; Video; Visualization; iOS
TCfvqXNPZYI,How to Read Balance Sheet on Moneycontrol? (Hindi) Part 1,Convey by FinnovationZ,https://youtube.com/watch?v=TCfvqXNPZYI,2018-02-12T12:02:09Z,How to Read & Analyze a Balance Sheet Learn the stock market from the basics to advance and become an expert investor. The financial statement is one of the ...,18.0,Financial Statements,Accounting; Balance Sheet; English; Facebook; Financial Statement; Hindi; Innovation; Instagram; Interpreter; Marathi; Market Analysis; News; Newsletters; Rally; Social Media; Stock Market; Telegram; Trade; Twitter; Video; Youtube
TEpSkqU_Wcw,Should you Learn C++ in 2021,Stefan Mischook,https://youtube.com/watch?v=TEpSkqU_Wcw,2021-02-10T17:01:10Z,WEB HOST PAYS FOR YOUR WEB DESIGN TRAINING IN 2021: ...,24.0,C++,Blogging; C++; Coding; Factoring; Instagram; Java; JavaScript; Links; Newsletters; Python; Training; Twitter; Web Design; Youtube
TJveOYsK6MY,Classification and Regression in Machine Learning,Quantopian,https://youtube.com/watch?v=TJveOYsK6MY,2018-11-15T19:56:57Z,"In this short video, Max Margenot gives an overview of supervised and unsupervised machine learning tools. He covers regression and classification, canonical ...",37.0,Regressions,Accuracy; Algorithm; Classification and Regression Tree; Economics; Investment; Market; Presentation; Regression; Security; Statistical Model; Statistical Modelling; Supervised Learning; Supervised Machine Learning; Unsupervised Learning; Unsupervised Machine Learning; Video
TK-2189UcKk,How to Prepare Data for Machine Learning and A.I.,Growth Tribe,https://youtube.com/watch?v=TK-2189UcKk,2018-02-01T10:20:58Z,"In this video, Alina discusses how to prepare data for Machine Learning and AI. Artificial Intelligence is only as powerful as the quality of the data collection, ...",3.0,Data Preparation,Algorithm; Algorithmic Bias; Artificial Intelligence (AI); Azure Machine Learning; Big Data Tool; Blogging; Business Analysis; Business Analytics; Business Strategy; Data Analytics; Dataset; Decision Making; Facebook; Innovation; Instagram; Leadership; LinkedIn; Marketing; Medium; Selection; Social Media; Target Audience; Transformer; Twitter; UX Design; User Experience (UX); Video
TLdXM0A7SR8,Python Seaborn Tutorial | Data Visualization in Python Using Seaborn | Edureka,edureka!,https://youtube.com/watch?v=TLdXM0A7SR8,2019-07-10T15:04:13Z,Python Certification Training: https://www.edureka.co/data-science-python-certification-course ** This Edureka video on 'Python Seaborn Tutorial' is to educate ...,27.0,Visualizations,.NET Framework; Aesthetics; Apache Hive; Apache Pig; Artificial Intelligence (AI); Azure Machine Learning; Big Data Analysis; Big Data Analytics; Blogging; Business Analysis; Data Science; Data Visualization; Debugger; Debugging; Design; Editor; Facebook; Golang; Gradle; Hadoop MapReduce; Instagram; Investigational New Drug (IND); Java; LinkedIn; Linux; Matplotlib; Predictive Analytics; Predictive Model; Python; Regular Expressions; Scikit-learn; Seaborn; Sequence; Sorting; Streaming; Supervised Learning; Syntax; Technical Support; Training; Twitter; Unix; Unsupervised Learning; Video; Virtual Machine; Visualization; Web Scraping; Windows; Writing
TPMlZxRRaBQ,Tableau for Data Science and Data Visualization - Crash Course Tutorial,freeCodeCamp.org,https://youtube.com/watch?v=TPMlZxRRaBQ,2019-01-29T17:38:12Z,"Learn to use Tableau to produce high quality, interactive data visualizations! Tableau can help you see and understand your data. Connect to almost any ...",2.0,Tableau,C; Consulting; Data Science; Data Visualization; Database; Dataset; Free Hand; Medium; Programming; Tableau; Velocity; Video; Visualization; Youtube
TTjZ-Ldz6tg,Apache Flume Tutorial | Learn Hadoop | Hadoop developer Training &amp; Certification,ZaranTech,https://youtube.com/watch?v=TTjZ-Ldz6tg,2016-10-03T09:07:10Z,Apache Flume Tutorial | Learn Hadoop | Hadoop developer Training & Certification Hadoop developer Training & Certification provided Online from USA ...,33.0,APACHE,Apache; Apache Hadoop; Big Data; Email; Facebook; Instagram; LinkedIn; Presentation; Training; Video; Youtube
TUFzlXsqbiY,NoSQL Databases For Beginners - learn NoSQL,Dang Tu Quyen,https://youtube.com/watch?v=TUFzlXsqbiY,2020-10-31T06:12:25Z,Link to this course(special discount) https://www.udemy.com/course/nosql-databases-for-beginners/?,20.0,NOSQL,Database; NoSQL
TUn-prncFfU,7 Days Plan To Learn Statistics For Data Analyst And Data Scientist,Krish Naik,https://youtube.com/watch?v=TUn-prncFfU,2021-08-06T06:00:15Z,Stats Plan: https://github.com/krishnaik06/Python-Practise-Problems/blob/main/7%20dayss%20Statistics-converted%20(1).pdf iNeuron Internship link: ...,19.0,Statistics,Artificial Intelligence (AI); Coding; Data Science; Documentation; Editor; Facebook; Github; Instagram; Python; Statistics; Streaming; Telegram; Twitter; Youtube
TZPyOJ8tFcI,Learn SPSS in 15 minutes,Data for Development,https://youtube.com/watch?v=TZPyOJ8tFcI,2019-01-25T22:15:11Z,"Enroll in the full ""Data Analysis and Interpretation using SPSS"" course: https://academy.datafordev.com/courses/data-analysis-and-interpretation-using-spss For ...",33.0,Data Preparation,Chart; Descriptive Statistics; E Charts; Interpreter; Regression; Reporting; SPSS; Sentry; Statistical Data Analysis; UX Research Methodology; Variable
T_ekAD7U-wU,The Complete MATLAB Course: Beginner to Advanced!,Joseph Delgadillo,https://youtube.com/watch?v=T_ekAD7U-wU,2016-08-11T07:48:58Z,Get The Complete MATLAB Course Bundle for 1 on 1 help! https://josephdelgadillo.com/product/matlab-course-bundle/ Enroll in the FREE course!,1.0,Matlab,MATLAB
Ta1uhGEJFBE,How to Create a GUI with GUIDE - MATLAB Tutorial,MATLAB,https://youtube.com/watch?v=Ta1uhGEJFBE,2017-09-28T17:40:12Z,"Learn how to create a graphical user interface using GUIDE, the graphical user interface development environment of MATLAB. Learn more about MATLAB App ...",42.0,Matlab,Graphical User Interface (GUI); Integrated Development Environment (IDE); MATLAB; Simulink; User Interface (UI)
TcoYuqPJm9g,How to Prepare Financial Statements,Allan Madan,https://youtube.com/watch?v=TcoYuqPJm9g,2013-09-12T18:10:39Z,"How to Prepare Financial Statements for Your Business or Corporation- A Practical Guide. For a transcript of this video, and to download the slides and ...",15.0,Financial Statements,Accounting; Balance Sheet; Blogging; Facebook; Financial Statement; Income Statement; Information Threat; Table; Twitter; Video
TeFXA2imXCs,Apache Spark™ ML and Distributed Learning (1/5),Databricks,https://youtube.com/watch?v=TeFXA2imXCs,2019-01-11T19:55:44Z,Unlock the full self-paced class from Databricks Academy! Introduction to Data Science and Machine Learning (AWS Databricks) ...,12.0,SPARK,Amazon Web Service (AWS); Apache Spark; Data Analytics; Data Science; Databricks; Engineering; Facebook; Innovation; Instagram; LinkedIn; Machine Learning; Microsoft Azure; Platform; Training; Twitter; Video; Youtube
Tkr_2Hl8StE,Types of NoSQL Databases | Why you should learn NoSQL before your next System Design Interview,Tech Takshila,https://youtube.com/watch?v=Tkr_2Hl8StE,2020-05-23T01:50:06Z,"In our previous video, we went over ""Relational DB vs NoSQL DB"". Please find the video here: https://www.youtube.com/watch?v=RQ9UzYueBs0 In continuation ...",15.0,NOSQL,Database; Design; DynamoDB; Facebook; Golang; Graph; Instagram; LinkedIn; MongoDB; NoSQL; Redshift; Time Series; Twitter; Video; Youtube
Tm6AuNXEAPs,The best book to learn C++ for beginners,Coding Jesus,https://youtube.com/watch?v=Tm6AuNXEAPs,2020-06-01T03:50:27Z,"I got a better camera. Hence the new thumbnail. :) In this book I introduce what I believe is the best C++ book for beginners, detailing three primary reasons why.",40.0,C++,C++
TmhQCQr_DCA,How to use Microsoft Power BI - Tutorial for Beginners,Kevin Stratvert,https://youtube.com/watch?v=TmhQCQr_DCA,2020-08-04T10:00:13Z,"In this step-by-step tutorial video, learn how to get started using Microsoft Power BI. Power BI allows you to get insight from your business data. This is an ...",3.0,Power BI,Business Intelligence (BI); Cookies; Editor; Facebook; Golang; LinkedIn; Links; Microsoft Power BI; Table; TikTok; Transformer; Twitter; Video; Visualization; Youtube; jQuery
TtM3qtZg3gc,Sparkling Water 2 0: The Next Generation of Machine Learning on Apache Spark (Jakub Hava),Spark Summit,https://youtube.com/watch?v=TtM3qtZg3gc,2016-11-03T21:57:18Z,Sparkling Water integrates the H2O open source distributed machine learning platform with the capabilities of Apache Spark. It allows users to leverage H2O's ...,50.0,APACHE,Apache Spark; Architecture; Graphical User Interface (GUI); H2O; Machine Learning Algorithm; Platform; Python; R; Scala; Structured Query Language (SQL)
TuUFJzYDRwg,Using Markdown to Optimize your GitHub Project Recap | Learn with Dr G,Microsoft Developer,https://youtube.com/watch?v=TuUFJzYDRwg,2021-03-15T17:00:08Z,"Now that you know the fundamentals of GitHub, Dr. G will show you how to use GitHub more effectively as a communication and collaboration tool. One way to ...",38.0,Github,Collaboration; Github; Image; Oral Communication; Programming Language; Table
Tz53k3AdzeY,Chapter 12 (Part 3) | Structured Query Language (SQL) | Tamilnadu board 12th computer science,BugFree InfoTech,https://youtube.com/watch?v=Tz53k3AdzeY,2020-10-19T06:25:04Z,"Welcome to bugfree infotech, Through this video you can learn about Structured Query Language (SQL) in tamilnadu computer science. 12th computer science ...",34.0,Structured Query Language (SQL),Computer Science; Data Definition Language (DDL); Data Manipulation Language; Database; Database Management System; Doctrine Query Language (DQL); English; Medium; Network; Question Answering; Relation Algebra; Structured Query Language (SQL); Tamil; Tcl; Translation; Video; jQuery
TzEVSlguFso,Convert Text to Time Values with SUMPRODUCT (Data Cleansing Part 2),Excel Campus - Jon,https://youtube.com/watch?v=TzEVSlguFso,2019-05-06T17:23:13Z,This is the second video in a series of solutions for our Data Cleansing Challenge. In this video I explain how to use a formula with SUMPRODUCT to convert the ...,43.0,Data Cleansing,Analytical; Array; Blogging; Data Cleansing; Microsoft Excel; Table; Video; Writing; jQuery
U-FCSxpbfnI,Statistics &amp; Probability Interview Questions For Data Science | Data Science Training | Simplilearn,Simplilearn,https://youtube.com/watch?v=U-FCSxpbfnI,2021-01-20T14:59:23Z,"Mathematics is the core of data science. This video on mathematics interview questions for data scientists will help you understand the top statistics, probability, ...",32.0,Statistics,Android; Collaboration; Data Science; Economics; Facebook; Graphics Processing Unit (GPU); Linear Algebra; LinkedIn; Machine Learning; Mathematics; Probability; Python; R; Statistics; Training; Twitter; Video; iOS
U0XIBBuJal4,Week 9 Machine Learning versus classical statistics,Brian Caffo,https://youtube.com/watch?v=U0XIBBuJal4,2017-04-07T20:05:46Z,Sign up for the newsletter here : http://tinyletter.com/jhudatascience Ask a question here: ...,47.0,Statistics,Biostatistics; Data Science; Machine Learning; Newsletters; Statistics; Twitter
U0bIOCUmDy4,HR Database Management System | DBMS | DBMS Tutorial For Beginners | Great Learning,Great Learning,https://youtube.com/watch?v=U0bIOCUmDy4,2020-10-24T12:01:31Z,"Get your free certificate of completion for the My SQL Basics Course, Register Now: http://glacad.me/MySQLCourse Today, we have data present everywhere ...",37.0,Database Management System (DBMS),Artificial Intelligence (AI); Big Data Analysis; Big Data Analytics; Blogging; Cybersecurity; Data Manipulation; Data Science; Database Management System; Dataset; Decision Making; Facebook; Human Resource (HR); LinkedIn; Machine Learning; Microsoft Access; Rally; Structured Query Language (SQL); Table; Telegram; Video
U3xSYUdG8T8,SQL Training - Structured Query Language Tutorial - The DROP USER and DROP ROLE Statements Lesson,TeachUComp,https://youtube.com/watch?v=U3xSYUdG8T8,2014-05-22T20:05:32Z,FREE Course! Click: https://www.teachucomp.com/free Learn about the DROP USER and DROP ROLE Statements in SQL - Structured Query Language at www ...,44.0,Structured Query Language (SQL),Structured Query Language (SQL); Training; jQuery
U89aUa_bVBE,Should You Learn Javascript in 2021,Devslopes,https://youtube.com/watch?v=U89aUa_bVBE,2021-02-04T19:57:28Z,Want to become a PAID developer? Apply for Devslopes Academy: https://bit.ly/3bRGXmr.,8.0,JavaScript,JavaScript
UBNUqLdLkSw,How to Practice Visualizations &amp; Mental Imagery,jerry epstein,https://youtube.com/watch?v=UBNUqLdLkSw,2015-11-13T21:27:29Z,"Dr. Jerry Epstein, a pioneer in mental imagery (aka guided imagery or visualization), teaches you a simple method to heal yourself of physical and emotional ...",12.0,Visualizations,Audio Format; Facebook; Twitter; Video; Visualization
UEkjs2CviM4,Top YouTube Channels to Learn Java Programming,Java Guides,https://youtube.com/watch?v=UEkjs2CviM4,2020-06-17T14:44:36Z,"In this video, we will discuss the most popular and useful youtube channels of Java tutorials and courses for Java beginners as well as professionals. Blog post ...",38.0,Java,.NET Framework; Blogging; Java; Programming; Video; Youtube
UGj0bOYPdCw,Why Learn Python in 2021?,365 Data Science,https://youtube.com/watch?v=UGj0bOYPdCw,2021-01-13T15:00:20Z,Download Our Free Data Science Career Guide: https://bit.ly/3oH4XxN Sign up for Our Complete Data Science Training with 57% OFF: https://bit.ly/39rX3lB ...,20.0,Python,C; Customer Experience; Data Science; Documentation; LinkedIn; Programming Language Theory; Python; Syntax; Training; Video; Writing; Youtube
UJ6-k19gMbk,AWS Vs Azure Vs GCP - Which cloud to pick for better career and pay?,Cloud Advocate,https://youtube.com/watch?v=UJ6-k19gMbk,2020-04-26T01:17:47Z,If you are going to make a career defining decision and its important to pick the right one. You are going to know which one to pick whether you are experienced ...,39.0,Cloud Technologies,Amazon Web Service (AWS); Facebook; Golang; Google Cloud Platform (GCP); Instagram; Medium; Microsoft Access; Microsoft Azure; Twitter; Video
UKAspXbBJXs,Database Consultants Australia : Data Cleansing,Saxall Video & Animation,https://youtube.com/watch?v=UKAspXbBJXs,2021-06-04T02:08:21Z,Some stories are better when they are animated. This animation was part of a series of short clips to explain the various services our client offer its customers.,41.0,Data Cleansing,Animation; Data Cleansing; Database
UOceysteIjo,08 Simple tips to develop  great Presentation Skills - Public speaking tips | Body language,Skillopedia - Skills for the real world,https://youtube.com/watch?v=UOceysteIjo,2017-03-08T05:20:05Z,08 Simple tips to develop great Presentation Skills - Public speaking | Communication skills | Body language | Speaking confidently ...,25.0,Presentation,Communication; Data Presentation; Facebook; Microsoft PowerPoint; Public Speaking; Storytelling; Video; Youtube
URHCICLqslI,Learn Python in Tamil - Online Course for Beginners by Ancy - [ Episode-1 ] Python Introduction,100marks,https://youtube.com/watch?v=URHCICLqslI,2019-11-15T11:58:44Z,E - LEARNING : Python Introduction: Download the link For clear Text material for this video ...,39.0,Python,Python; Tamil; Video
USjZcfj8yxE,Learn Git In 15 Minutes,Colt Steele,https://youtube.com/watch?v=USjZcfj8yxE,2019-09-19T16:24:38Z,COUPON FOR MY GIT & GITHUB COURSE: https://www.udemy.com/course/git-and-github-bootcamp/?couponCode=21391F935F15DBA563DF COUPON FOR ...,6.0,Github,Git; Github; Golang; Linux; Software Engineering; Video
UWeagA3xtfs,How to work with excel sheet in Matlab | Matlab basics | Learn Matlab,Urban School,https://youtube.com/watch?v=UWeagA3xtfs,2012-03-29T03:16:56Z,Learn how to work with excel sheets in Matlab. This tutorial is about the basics you can start your Matlab learning journey. Outsource your matlab project: ...,29.0,Matlab,Facebook; MATLAB; Microsoft Excel; Outsourcing
