name,market_value_21,world_rank_21,market_value_20,world_rank_20,country,ceo,website,sector,employee_count,annual_revenue,annual_net_income,stock_exchange,stock_category,description
PT TRIMEGAH SEKURITAS INDONESIA TBK,0.048 Billion USD,20822,0.048 Billion USD,20822,Indonesia,,,"Financial Services; Stock Markets, Trading, Capital Markets",,,,Jakarta,,
PT PANIN SEKURITAS TBK,0.065 Billion USD,19769,0.065 Billion USD,19769,Indonesia,,,"Financial Services; Stock Markets, Trading, Capital Markets",,,,Jakarta,,
PT MAHAKA RADIO INTEGRA TBK,0.034 Billion USD,21880,0.034 Billion USD,21880,Indonesia,,,Communication Services; Broadcasting,,,,Jakarta,,
PT KRIDA JARINGAN NUSANTARA TBK,0.041 Billion USD,21303,0.041 Billion USD,21303,Indonesia,,,Industries; Logistics,,,,Jakarta,,
PT BANK ARTHA GRAHA INTERNASIONAL TBK,,,,,Indonesia,,,Financial Services; Banking Services,,,,Jakarta,,
PT INTIKERAMIK ALAMASRI INDUSTRI TBK,0.047 Billion USD,20882,0.047 Billion USD,20882,Indonesia,,,Industries,,,,Jakarta,,
PT DUTA ANGGADA REALTY,0.050 Billion USD,20634,0.050 Billion USD,20634,Indonesia,,,Real Estate,,,,Jakarta,,
PT JASA ARMADA INDONESIA TBK,,,,,Indonesia,,,Industries; Shipping,,,,Jakarta,,
PT MULIA INDUSTRINDO TBK,0.052 Billion USD,20507,0.052 Billion USD,20507,Indonesia,,,Industries,,,,Jakarta,,
PT KERAMIKA INDONESIA ASSOSIASI TBK,0.053 Billion USD,20484,0.053 Billion USD,20484,Indonesia,,,Industries,,,,Jakarta,,
PT PELITA SAMUDERA SHIPPING TBK,0.067 Billion USD,19659,0.067 Billion USD,19659,Indonesia,,,Industries; Shipping,,,,Jakarta,,
PT WAHANA OTTOMITRA MULTIARTHA TBK,0.063 Billion USD,19897,0.063 Billion USD,19897,Indonesia,,,Financial Services,,,,Jakarta,,
PT LAUTAN LUAS TBK,0.053 Billion USD,20495,0.053 Billion USD,20495,Indonesia,,,Basic Materials,,,,Jakarta,,
PT NUSA RAYA CIPTA TBK,0.065 Billion USD,19779,0.065 Billion USD,19779,Indonesia,,,Industries; Construction,,,,Jakarta,,
PT JEMBO CABLE COMPANY TBK,0.060 Billion USD,20053,0.060 Billion USD,20053,Indonesia,,,Industries,,,,Jakarta,,
PT APEXINDO PRATAMA DUTA TBK,,26704,,26704,Indonesia,,,Energy; Oil and Gas,,,,Jakarta,,
PT HARTADINATA ABADI TBK,,26706,,26706,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT PHAPROS TBK,,,,,Indonesia,,,Healthcare; Pharmaceutical,,,,Jakarta,,
PT PIKKO LAND DEVELOPMENT TBK,0.049 Billion USD,20744,0.049 Billion USD,20744,Indonesia,,,Real Estate,,,,Jakarta,,
PT PRIMA CAKRAWALA ABADI TBK,0.046 Billion USD,20977,0.046 Billion USD,20977,Indonesia,,,Consumer Defensive; FMCG; Package Foods,,,,Jakarta,,
PT ASURANSI JIWA SYARIAH JASA MITRA ABADI TBK,0.014 Billion USD,23891,0.014 Billion USD,23891,Indonesia,,,Financial Services; Insurance,,,,Jakarta,,
PT POOL ADVISTA FINANCE TBK,,,,,Indonesia,,,Financial Services,,,,Jakarta,,
PT CENTRAL OMEGA RESOURCES TBK,0.069 Billion USD,19568,0.069 Billion USD,19568,Indonesia,,,Basic Materials,,,,Jakarta,,
PT TRI BANYAN TIRTA TBK,0.048 Billion USD,20780,0.048 Billion USD,20780,Indonesia,,,Consumer Defensive; Non-Alcoholic Beverages; Beverages,,,,Jakarta,,
PT MITRABAHTERA SEGARA SEJATI TBK,0.059 Billion USD,20127,0.059 Billion USD,20127,Indonesia,,,Industries; Shipping,,,,Jakarta,,
PT SEPATU BATA,0.059 Billion USD,20109,0.059 Billion USD,20109,Indonesia,,,Consumer Cyclical; Footwear,,,,Jakarta,,
PT TRISULA INTERNATIONAL TBK,0.046 Billion USD,20933,0.046 Billion USD,20933,Indonesia,,,Consumer Cyclical; Apparels and Accessories,,,,Jakarta,,
PT MAJAPAHIT INTI CORPORA TBK,0.021 Billion USD,23132,0.021 Billion USD,23132,Indonesia,,,"Financial Services; Stock Markets, Trading, Capital Markets",,,,Jakarta,,
PT HK METALS UTAMA TBK,0.025 Billion USD,22673,0.025 Billion USD,22673,Indonesia,,,Basic Materials; Construction Materials,,,,Jakarta,,
PT MULTIPOLAR TECHNOLOGY TBK,,,,,Indonesia,,,Technology; Software and IT,,,,Jakarta,,
PT SAMUDERA INDONESIA TBK,0.066 Billion USD,19744,0.066 Billion USD,19744,Indonesia,,,Industries; Shipping,,,,Jakarta,,
PT SATYAMITRA KEMAS LESTARI TBK,0.049 Billion USD,20722,0.049 Billion USD,20722,Indonesia,,,Consumer Cyclical; Packaging,,,,Jakarta,,
PT. VERENA MULTI FINANCE TBK,0.042 Billion USD,21251,0.042 Billion USD,21251,Indonesia,,,Financial Services,,,,Jakarta,,
PT SUPERKRANE MITRA UTAMA TBK,,,,,Indonesia,,,Industries,,,,Jakarta,,
PT RADANA BHASKARA FINANCE TBK,0.055 Billion USD,20330,0.055 Billion USD,20330,Indonesia,,,Financial Services,,,,Jakarta,,
PT RUKUN RAHARJA TBK,,,,,Indonesia,,,Utilities; Gas Utilities,,,,Jakarta,,
PT BANK IBK INDONESIA TBK,,26765,,26765,Indonesia,,,Financial Services; Banking Services,,,,Jakarta,,
PT EKADHARMA INTERNATIONAL TBK,0.063 Billion USD,19898,0.063 Billion USD,19898,Indonesia,,,Basic Materials; Chemicals,,,,Jakarta,,
PT MARGA ABHINAYA ABADI TBK,,,,,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT TRISULA TEXTILE INDUSTRIES TBK,,,,,Indonesia,,,Consumer Cyclical; Textile,,,,Jakarta,,
PT DAFAM PROPERTY INDONESIA TBK,0.028 Billion USD,22378,0.028 Billion USD,22378,Indonesia,,,Real Estate,,,,Jakarta,,
PT PELANGI INDAH CANINDO TBK,0.006 Billion USD,24986,0.006 Billion USD,24986,Indonesia,,http://www.pic.co.id/,Consumer Cyclical; Packaging; Packaging Materials,,,,Jakarta,,
PT MEGAPOLITAN DEVELOPMENTS TBK,0.046 Billion USD,20955,0.046 Billion USD,20955,Indonesia,,,Real Estate,,,,Jakarta,,
PT EQUITY DEVELOPMENT INVESTMENT TBK,0.050 Billion USD,20676,0.050 Billion USD,20676,Indonesia,,,Financial Services; Insurance,,,,Jakarta,,
PT BUANA ARTHA ANUGERAH TBK,0.036 Billion USD,21749,0.036 Billion USD,21749,Indonesia,,,Consumer Cyclical; Textile,,,,Jakarta,,
PT. POLYCHEM INDONESIA TBK,0.065 Billion USD,19764,0.065 Billion USD,19764,Indonesia,,,Basic Materials; Chemicals; Chemicals,,,,Jakarta,,
P.T. BANK BUMI ARTA TBK,0.061 Billion USD,19995,0.061 Billion USD,19995,Indonesia,,,Financial Services; Banking Services,,,,Jakarta,,
PT ESTIKA TATA TIARA TBK,0.021 Billion USD,23157,0.021 Billion USD,23157,Indonesia,,,Consumer Defensive; FMCG; Package Foods,,,,Jakarta,,
PT DUTA INTIDAYA TBK,0.067 Billion USD,19684,0.067 Billion USD,19684,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
P.T. BANK GANESHA TBK,0.059 Billion USD,20091,0.059 Billion USD,20091,Indonesia,,,Financial Services; Banking Services,,,,Jakarta,,
PT BANK VICTORIA INTERNATIONAL TBK,,,,,Indonesia,,,Financial Services; Banking Services,,,,Jakarta,,
PT SEKAR BUMI TBK,0.040 Billion USD,21357,0.040 Billion USD,21357,Indonesia,,,Consumer Defensive; FMCG; Package Foods,,,,Jakarta,,
PT SUPARMA TBK,0.047 Billion USD,20861,0.047 Billion USD,20861,Indonesia,,,Basic Materials; Paper and Pulp,,,,Jakarta,,
PT ACSET INDONUSA TBK,,,,,Indonesia,,,Industries; Construction,,,,Jakarta,,
PT LOTTE CHEMICAL TITAN TBK,0.143 Billion USD,16810,0.143 Billion USD,16810,Indonesia,,http://www.lottechem.co.id/,Basic Materials; Chemicals,,,,Jakarta,,
PT INOCYCLE TECHNOLOGY GROUP TBK,0.021 Billion USD,23133,0.021 Billion USD,23133,Indonesia,,,Industries; Waste and Trash Management,,,,Jakarta,,
PT ARKADIA DIGITAL MEDIA TBK,0.046 Billion USD,20979,0.046 Billion USD,20979,Indonesia,,,Communication Services; Internet or Mobile App Based Business,,,,Jakarta,,
PT WICAKSANA OVERSEAS INTERNATIONAL TBK,0.040 Billion USD,21363,0.040 Billion USD,21363,Indonesia,,,Consumer Defensive; Food Chains / Distributor,,,,Jakarta,,
PT DESTINASI TIRTA NUSANTARA TBK,0.022 Billion USD,23230,0.022 Billion USD,23230,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT SMR UTAMA TBK,,,,,Indonesia,,,Energy,,,,Jakarta,,
PT AKASHA WIRA INTERNATIONAL TBK,0.061 Billion USD,20009,0.061 Billion USD,20009,Indonesia,,,Consumer Defensive; Non-Alcoholic Beverages; Beverages,,,,Jakarta,,
PT PANCA GLOBAL KAPITAL TBK,0.027 Billion USD,22462,0.027 Billion USD,22462,Indonesia,,,"Financial Services; Stock Markets, Trading, Capital Markets",,,,Jakarta,,
PT MAS MURNI INDONESIA TBK,0.044 Billion USD,21081,0.044 Billion USD,21081,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT SURYAMAS DUTAMAKMUR TBK,0.035 Billion USD,21776,0.035 Billion USD,21776,Indonesia,,,Real Estate,,,,Jakarta,,
PT TEMAS,0.056 Billion USD,20320,0.056 Billion USD,20320,Indonesia,,,Industries; Shipping,,,,Jakarta,,
PT NATURA CITY DEVELOPMENTS TBK,0.033 Billion USD,21941,0.033 Billion USD,21941,Indonesia,,,Real Estate,,,,Jakarta,,
PT INDOPOLY SWAKARSA INDUSTRY TBK,,,,,Indonesia,,,Consumer Cyclical; Packaging,,,,Jakarta,,
PT TRANS POWER MARINE TBK,0.066 Billion USD,19718,0.066 Billion USD,19718,Indonesia,,,Industries; Shipping,,,,Jakarta,,
PT GINTING JAYA ENERGI TBK,0.012 Billion USD,24253,0.012 Billion USD,24253,Indonesia,,,Energy; Oil and Gas,,,,Jakarta,,
PT GEMA GRAHASARANA TBK,0.039 Billion USD,21473,0.039 Billion USD,21473,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT LIPPO GENERAL INSURANCE TBK,0.036 Billion USD,21741,0.036 Billion USD,21741,Indonesia,,,Financial Services; Insurance,,,,Jakarta,,
PT INDONESIA TRANSPORT & INFRASTRUCTURE TBK,0.038 Billion USD,21516,0.038 Billion USD,21516,Indonesia,,,Industries; Infrastructure,,,,Jakarta,,
PT GUNAWAN DIANJAYA STEEL TBK,0.066 Billion USD,19690,0.066 Billion USD,19690,Indonesia,,,Basic Materials; Iron and Steel; Metals,,,,Jakarta,,
PT WINTERMAR OFFSHORE MARINE TBK,0.032 Billion USD,22092,0.032 Billion USD,22092,Indonesia,,,Industries; Shipping,,,,Jakarta,,
PT BUKIT ULUWATU VILLA TBK,0.027 Billion USD,22517,0.027 Billion USD,22517,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT RED PLANET INDONESIA TBK,0.037 Billion USD,21650,0.037 Billion USD,21650,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT ENERGI MEGA PERSADA TBK,,,,,Indonesia,,,Energy; Oil and Gas; Oil and Gas,,,,Jakarta,,
PT. SARASWATI GRIYA LESTARI TBK,0.013 Billion USD,24105,0.013 Billion USD,24105,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT YULIE SEKURITAS INDONESIA TBK,0.047 Billion USD,20843,0.047 Billion USD,20843,Indonesia,,,"Financial Services; Stock Markets, Trading, Capital Markets",,,,Jakarta,,
PT EMDEKI UTAMA TBK,0.042 Billion USD,21221,0.042 Billion USD,21221,Indonesia,,,Basic Materials; Chemicals; Chemicals,,,,Jakarta,,
PT SUPRA BOGA LESTARI TBK,0.049 Billion USD,20724,0.049 Billion USD,20724,Indonesia,,,Consumer Defensive; Retail,,,,Jakarta,,
PT AKSARA GLOBAL DEVELOPMENT TBK,0.036 Billion USD,21742,0.036 Billion USD,21742,Indonesia,,,Real Estate,,,,Jakarta,,
PT SUNSON TEXTILE MANUFACTURER TBK,0.047 Billion USD,20858,0.047 Billion USD,20858,Indonesia,,,Consumer Cyclical; Textile,,,,Jakarta,,
PT SUMBER ENERGI ANDALAN TBK,0.033 Billion USD,21961,0.033 Billion USD,21961,Indonesia,,,Industries,,,,Jakarta,,
PT GLOBAL TELESHOP TBK,0.009 Billion USD,24580,0.009 Billion USD,24580,Indonesia,,,Consumer Cyclical; Retail,,,,Jakarta,,
PT WAHANA INTERFOOD NUSANTARA TBK,0.028 Billion USD,22433,0.028 Billion USD,22433,Indonesia,,,Consumer Defensive; Chocolate & Confectionery,,,,Jakarta,,
PT BANK HARDA INTERNASIONAL TBK,,,,,Indonesia,,,Financial Services; Banking Services; Banking Services,,,,Jakarta,,
PT FIRST MEDIA TBK,0.051 Billion USD,20623,0.051 Billion USD,20623,Indonesia,,,Communication Services; Entertainment,,,,Jakarta,,
PT ASURANSI RAMAYANA TBK,,26904,,26904,Indonesia,,,Financial Services,,,,,,
PT BUDI STARCH & SWEETENER TBK,0.032 Billion USD,22025,0.032 Billion USD,22025,Indonesia,,,Consumer Defensive; FMCG; Package Foods,,,,Jakarta,,
PT KEDAWUNG SETIA INDUSTRIAL TBK,0.024 Billion USD,22794,0.024 Billion USD,22794,Indonesia,,,Consumer Cyclical; Packaging,,,,Jakarta,,
PT. ANDIRA AGRO TBK,0.035 Billion USD,21783,0.035 Billion USD,21783,Indonesia,,,Consumer Defensive,,,,Jakarta,,
PT DYANDRA MEDIA INTERNATIONAL TBK,0.016 Billion USD,23741,0.016 Billion USD,23741,Indonesia,,,Communication Services; Entertainment,,,,Jakarta,,
PT DUA PUTRA UTAMA MAKMUR TBK,0.015 Billion USD,23786,0.015 Billion USD,23786,Indonesia,,,Consumer Defensive; FMCG; Package Foods,,,,Jakarta,,
PT BUKIT DARMO PROPERTY TBK,0.027 Billion USD,22480,0.027 Billion USD,22480,Indonesia,,,Real Estate,,,,Jakarta,,
PT MULTI AGRO GEMILANG PLANTATION TBK,0.032 Billion USD,22054,0.032 Billion USD,22054,Indonesia,,,Consumer Defensive,,,,Jakarta,,
PT EXPLOITASI ENERGI INDONESIA TBK,,,,,Indonesia,,,Energy,,,,Jakarta,,
PT ALKINDO NARATAMA TBK,0.044 Billion USD,21048,0.044 Billion USD,21048,Indonesia,,,Basic Materials; Paper and Pulp,,,,Jakarta,,
PT MULTIFILING MITRA INDONESIA TBK,0.041 Billion USD,21287,0.041 Billion USD,21287,Indonesia,,,Industries,,,,Jakarta,,
PT MITRA ENERGI PERSADA TBK,0.025 Billion USD,22711,0.025 Billion USD,22711,Indonesia,,,Energy; Oil and Gas,,,,Jakarta,,
PT MEGA PERINTIS TBK,0.024 Billion USD,22860,0.024 Billion USD,22860,Indonesia,,,Consumer Cyclical; Retail,,,,Jakarta,,
PT BAYU BUANA TBK,0.028 Billion USD,22381,0.028 Billion USD,22381,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT BLISS PROPERTI INDONESIA TBK,,,,,Indonesia,,,Real Estate,,,,Jakarta,,
PT SKY ENERGY INDONESIA TBK,0.033 Billion USD,21939,0.033 Billion USD,21939,Indonesia,,,Technology,,,,Jakarta,,
PT INDO ACIDATAMA TBK,0.025 Billion USD,22719,0.025 Billion USD,22719,Indonesia,,,Basic Materials,,,,Jakarta,,
PT PANORAMA SENTRAWISATA TBK,0.013 Billion USD,24043,0.013 Billion USD,24043,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT GARDA TUJUH BUANA TBK,,,,,Indonesia,,,Energy,,,,Jakarta,,
PT. RATU PRABU ENERGI TBK,0.028 Billion USD,22376,0.028 Billion USD,22376,Indonesia,,,Energy,,,,Jakarta,,
PT GOLDEN EAGLE ENERGY TBK,0.026 Billion USD,22635,0.026 Billion USD,22635,Indonesia,,,Energy; Coal Mining,,,,Jakarta,,
PT SINERGI MEGAH INTERNUSA TBK,,,,,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT MODERN INTERNASIONAL TBK,0.027 Billion USD,22487,0.027 Billion USD,22487,Indonesia,,,Industries,,,,Jakarta,,
PT ASIA SEJAHTERA MINA TBK,0.028 Billion USD,22447,0.028 Billion USD,22447,Indonesia,,,Consumer Defensive,,,,Jakarta,,
PT EASTPARC HOTEL TBK,0.017 Billion USD,23634,0.017 Billion USD,23634,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT TUNAS ALFIN TBK,0.025 Billion USD,22696,0.025 Billion USD,22696,Indonesia,,,Consumer Cyclical; Packaging,,,,Jakarta,,
PT INTAN BARUPRANA FINANCE TBK,0.029 Billion USD,22338,0.029 Billion USD,22338,Indonesia,,,Financial Services,,,,Jakarta,,
PT. POOL ADVISTA INDONESIA TBK,,,,,Indonesia,,,Consumer Defensive,,,,Jakarta,,
PT ALFA ENERGI INVESTAMA TBK,,,,,Indonesia,,,Energy; Coal Mining,,,,Jakarta,,
PT WISMILAK INTI MAKMUR TBK,,,,,Indonesia,,,Consumer Defensive; Tobacco Products; Tobacco and Cigarette,,,,Jakarta,,
PT TRINITAN METALS AND MINERALS TBK,0.022 Billion USD,23065,0.022 Billion USD,23065,Indonesia,,,Industries; Industry Machinery,,,,Jakarta,,
PT ANCORA INDONESIA RESOURCES TBK,0.013 Billion USD,24054,0.013 Billion USD,24054,Indonesia,,,Basic Materials; Chemicals,,,,Jakarta,,
PT. TERREGRA ASIA ENERGY TBK,0.029 Billion USD,22340,0.029 Billion USD,22340,Indonesia,,,Utilities; Electric Utilities,,,,Jakarta,,
PT KABELINDO MURNI TBK,0.017 Billion USD,23581,0.017 Billion USD,23581,Indonesia,,,Technology; Communications Equipment,,,,Jakarta,,
PT ATELIERS MECANIQUES D'INDONESIE TBK,0.020 Billion USD,23225,0.020 Billion USD,23225,Indonesia,,,Industries; Industry Machinery,,,,Jakarta,,
PT RELIANCE SEKURITAS INDONESIA TBK,0.041 Billion USD,21299,0.041 Billion USD,21299,Indonesia,,,"Financial Services; Stock Markets, Trading, Capital Markets",,,,Jakarta,,
PT JAYA AGRA WATTIE TBK,0.026 Billion USD,22603,0.026 Billion USD,22603,Indonesia,,,Consumer Defensive,,,,Jakarta,,
PT PELAYARAN NELLY DWI PUTRI TBK,0.023 Billion USD,22966,0.023 Billion USD,22966,Indonesia,,,Industries; Shipping,,,,Jakarta,,
PT CHAMPION PACIFIC INDONESIA TBK,0.024 Billion USD,22820,0.024 Billion USD,22820,Indonesia,,,Consumer Cyclical; Packaging,,,,Jakarta,,
PT LCK GLOBAL KEDATON TBK,,,,,Indonesia,,,Communication Services,,,,Jakarta,,
PT ANUGERAH KAGUM KARYA UTAMA TBK,0.023 Billion USD,22896,0.023 Billion USD,22896,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT PERDANA GAPURAPRIMA TBK,0.023 Billion USD,22917,0.023 Billion USD,22917,Indonesia,,,Real Estate,,,,Jakarta,,
PT SUMI INDO KABEL TBK,0.020 Billion USD,23239,0.020 Billion USD,23239,Indonesia,,,Industries,,,,Jakarta,,
PT SRIWAHANA ADITYAKARTA TBK,0.024 Billion USD,22776,0.024 Billion USD,22776,Indonesia,,,Consumer Cyclical; Packaging,,,,Jakarta,,
PT EXPRESS TRANSINDO UTAMA TBK,0.022 Billion USD,23010,0.022 Billion USD,23010,Indonesia,,,Industries; Railway,,,,Jakarta,,
PT GOZCO PLANTATIONS TBK,0.021 Billion USD,23079,0.021 Billion USD,23079,Indonesia,,,Consumer Defensive,,,,Jakarta,,
PT CHITOSE INTERNASIONAL TBK,0.017 Billion USD,23635,0.017 Billion USD,23635,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT TELEFAST INDONESIA TBK,0.021 Billion USD,23141,0.021 Billion USD,23141,Indonesia,,,Industries; Outsourcing and Staffing,,,,Jakarta,,
PT TEMBAGA MULIA SEMANAN TBK,0.025 Billion USD,22757,0.025 Billion USD,22757,Indonesia,,,Industries; Metal Fabrication Products,,,,Jakarta,,
PT MAHAKA MEDIA TBK,0.016 Billion USD,23665,0.016 Billion USD,23665,Indonesia,,,Communication Services; Publishing,,,,Jakarta,,
PT VISI TELEKOMUNIKASI INFRASTRUKTUR TBK,0.021 Billion USD,23108,0.021 Billion USD,23108,Indonesia,,,Communication Services,,,,Jakarta,,
PT BHAKTI AGUNG PROPERTINDO TBK,0.020 Billion USD,23272,0.020 Billion USD,23272,Indonesia,,,Real Estate,,,,Jakarta,,
PT SENTRAL MITRA INFORMATIKA TBK,0.009 Billion USD,24637,0.009 Billion USD,24637,Indonesia,,,Technology; Computers Hardware,,,,Jakarta,,
PT NUSA KONSTRUKSI ENJINIRING TBK,0.020 Billion USD,23218,0.020 Billion USD,23218,Indonesia,,,Industries; Construction,,,,Jakarta,,
PT INDAL ALUMINIUM INDUSTRY TBK,0.015 Billion USD,23838,0.015 Billion USD,23838,Indonesia,,,Basic Materials; Aluminum,,,,Jakarta,,
PT KOBEXINDO TRACTORS TBK,0.019 Billion USD,23366,0.019 Billion USD,23366,Indonesia,,,Industries; Heavy Machinery,,,,Jakarta,,
PT PELAYARAN NASIONAL BINA BUANA RAYA TBK,,,,,Indonesia,,,Industries,,,,Jakarta,,
PT SHIELD ON SERVICE TBK,0.018 Billion USD,23505,0.018 Billion USD,23505,Indonesia,,,Industries; Outsourcing and Staffing,,,,Jakarta,,
PT. TRUST FINANCE INDONESIA TBK,0.017 Billion USD,23614,0.017 Billion USD,23614,Indonesia,,,Financial Services,,,,Jakarta,,
PT MITRA PEMUDA TBK,,,,,Indonesia,,,Industries,,,,Jakarta,,
PT TIFA FINANCE TBK,0.043 Billion USD,21118,0.043 Billion USD,21118,Indonesia,,,Financial Services,,,,Jakarta,,
PT COMMUNICATION CABLE SYSTEMS INDONESIA TBK,0.017 Billion USD,23574,0.017 Billion USD,23574,Indonesia,,,Technology; Communications Equipment,,,,Jakarta,,
PT BAKRIE SUMATERA PLANTATIONS TBK,0.020 Billion USD,23264,0.020 Billion USD,23264,Indonesia,,,Consumer Defensive,,,,Jakarta,,
PT ARGHA KARYA PRIMA INDUSTRY TBK,0.024 Billion USD,22811,0.024 Billion USD,22811,Indonesia,,,Consumer Cyclical; Packaging,,,,Jakarta,,
PT BHUWANATALA INDAH PERMAI TBK,0.018 Billion USD,23446,0.018 Billion USD,23446,Indonesia,,,Real Estate,,,,Jakarta,,
PT MITRA KOMUNIKASI NUSANTARA TBK,0.018 Billion USD,23529,0.018 Billion USD,23529,Indonesia,,,Technology; Communications Equipment,,,,Jakarta,,
PT COWELL DEVELOPMENT TBK,,,,,Indonesia,,,Real Estate,,,,Jakarta,,
PT LION METAL WORKS TBK,0.013 Billion USD,24069,0.013 Billion USD,24069,Indonesia,,,Industries,,,,Jakarta,,
PT. BORNEO OLAH SARANA SUKSES TBK,0.015 Billion USD,23797,0.015 Billion USD,23797,Indonesia,,,Energy; Coal Mining,,,,Jakarta,,
PT COLORPAK INDONESIA TBK,0.016 Billion USD,23726,0.016 Billion USD,23726,Indonesia,,,Basic Materials; Chemicals; Chemicals,,,,Jakarta,,
PT PRASIDHA ANEKA NIAGA TBK,0.013 Billion USD,24050,0.013 Billion USD,24050,Indonesia,,,Consumer Defensive; FMCG; Package Foods,,,,Jakarta,,
PT KIOSON KOMERSIAL INDONESIA TBK,0.008 Billion USD,24693,0.008 Billion USD,24693,Indonesia,,,Technology; Software and IT,,,,Jakarta,,
PT ALUMINDO LIGHT METAL INDUSTRY TBK,0.011 Billion USD,24343,0.011 Billion USD,24343,Indonesia,,,Basic Materials; Aluminum,,,,Jakarta,,
PT BERKAH PRIMA PERKASA TBK,0.021 Billion USD,23124,0.021 Billion USD,23124,Indonesia,,,Technology,,,,Jakarta,,
PT ASURANSI DAYIN MITRA TBK,0.012 Billion USD,24214,0.012 Billion USD,24214,Indonesia,,,Financial Services; Insurance,,,,Jakarta,,
PT LIPPO SECURITIES TBK,0.016 Billion USD,23749,0.016 Billion USD,23749,Indonesia,,,"Financial Services; Stock Markets, Trading, Capital Markets",,,,Jakarta,,
PT BIMA SAKTI PERTIWI TBK,0.023 Billion USD,22904,0.023 Billion USD,22904,Indonesia,,,Real Estate,,,,Jakarta,,
PT ALAKASA INDUSTRINDO TBK,0.009 Billion USD,24547,0.009 Billion USD,24547,Indonesia,,,Basic Materials; Aluminum,,,,Jakarta,,
PT SLJ GLOBAL TBK,0.014 Billion USD,23941,0.014 Billion USD,23941,Indonesia,,,Basic Materials,,,,Jakarta,,
PT MULTI INDOCITRA TBK,0.013 Billion USD,24063,0.013 Billion USD,24063,Indonesia,,,Consumer Defensive,,,,Jakarta,,
PT INTER DELTA TBK,0.004 Billion USD,25534,0.004 Billion USD,25534,Indonesia,,,Basic Materials; Paper and Pulp,,,,Jakarta,,
PT CHARNIC CAPITAL TBK,0.012 Billion USD,24138,0.012 Billion USD,24138,Indonesia,,,Real Estate,,,,Jakarta,,
PT DEWATA FREIGHTINTERNATIONAL TBK,0.011 Billion USD,24344,0.011 Billion USD,24344,Indonesia,,,Industries; Logistics,,,,Jakarta,,
PT LEYAND INTERNATIONAL TBK,,,,,Indonesia,,,Utilities,,,,Jakarta,,
PT MITRA INTERNATIONAL RESOURCES TBK,0.014 Billion USD,23923,0.014 Billion USD,23923,Indonesia,,,Energy; Oil and Gas; Oil and Gas,,,,Jakarta,,
PT SINERGI INTI PLASTINDO TBK,0.005 Billion USD,,0.005 Billion USD,,Indonesia,,,Consumer Cyclical; Packaging,,,,Jakarta,,
PT ARTHAVEST TBK,0.008 Billion USD,24764,0.008 Billion USD,24764,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT RADIANT UTAMA INTERINSCO TBK,0.015 Billion USD,23813,0.015 Billion USD,23813,Indonesia,,,Energy; Oil and Gas; Oil and Gas,,,,Jakarta,,
PT DHARMA SAMUDERA FISHING INDUSTRIES TBK,0.011 Billion USD,24365,0.011 Billion USD,24365,Indonesia,,,Consumer Defensive,,,,Jakarta,,
PT ARITA PRIMA INDONESIA TBK,0.012 Billion USD,24217,0.012 Billion USD,24217,Indonesia,,,Industries,,,,Jakarta,,
PT ERATEX DJAJA TBK,0.011 Billion USD,24371,0.011 Billion USD,24371,Indonesia,,,Consumer Cyclical; Apparels and Accessories,,,,Jakarta,,
PT VICTORIA INSURANCE TBK,0.009 Billion USD,24577,0.009 Billion USD,24577,Indonesia,,,Financial Services; Insurance,,,,Jakarta,,
PT RISTIA BINTANG MAHKOTASEJATI TBK,0.009 Billion USD,24592,0.009 Billion USD,24592,Indonesia,,,Real Estate,,,,Jakarta,,
PT ASURANSI HARTA AMAN PRATAMA TBK,0.015 Billion USD,23859,0.015 Billion USD,23859,Indonesia,,,Financial Services; Insurance,,,,Jakarta,,
PT JAYA TRISHINDO TBK,0.013 Billion USD,24047,0.013 Billion USD,24047,Indonesia,,,Industries,,,,Jakarta,,
PT TEMPO INTI MEDIA TBK,0.011 Billion USD,24291,0.011 Billion USD,24291,Indonesia,,,Communication Services; Publishing,,,,Jakarta,,
PT PEMBANGUNAN GRAHA LESTARI INDAH TBK,0.008 Billion USD,24701,0.008 Billion USD,24701,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT ASIA PACIFIC FIBERS TBK,0.011 Billion USD,24336,0.011 Billion USD,24336,Indonesia,,,Basic Materials,,,,Jakarta,,
PT TIRA AUSTENITE TBK,0.011 Billion USD,24385,0.011 Billion USD,24385,Indonesia,,,Industries,,,,Jakarta,,
